asset,date,time,open,max,min,close,volume_usd,quantity
ICFFUT,2024-07-22,13:12:00,"241,26","241,26","241,02","241,10","192.883,41",8
ICFFUT,2024-07-22,13:16:00,"241,42","241,42","241,42","241,42","48.284,35",2
ICFFUT,2024-07-22,13:10:00,"241,50","241,50","241,50","241,50","24.150,24",1
ICFFUT,2024-07-22,13:13:00,"241,10","241,14","241,10","241,14","48.223,88",2
ICFFUT,2024-07-22,13:15:00,"241,26","241,42","241,26","241,42","72.394,28",3
ICFFUT,2024-07-22,13:17:00,"241,42","241,42","241,42","241,42","72.426,53",3
ICFFUT,2024-07-22,13:27:00,"241,70","241,70","241,70","241,70","24.170,40",1
ICFFUT,2024-07-22,13:21:00,"241,50","241,91","241,50","241,91","169.257,30",7
ICFFUT,2024-07-22,13:22:00,"241,91","242,35","241,91","242,35","121.081,81",5
ICFFUT,2024-07-22,13:23:00,"241,50","241,50","241,50","241,50","24.150,24",1
ICFFUT,2024-07-22,13:24:00,"241,10","241,10","241,10","241,10","24.109,92",1
ICFFUT,2024-07-22,13:26:00,"241,50","241,50","241,50","241,50","24.150,24",1
ICFFUT,2024-07-22,13:03:00,"241,54","241,54","241,54","241,54","24.154,27",1
ICFFUT,2024-07-22,13:19:00,"241,50","241,50","241,10","241,18","144.724,04",6
ICFFUT,2024-07-22,13:02:00,"241,74","241,74","241,74","241,74","24.174,43",1
ICFFUT,2024-07-22,12:29:00,"241,70","242,19","241,70","242,19","314.465,16",13
ICFFUT,2024-07-22,12:52:00,"241,42","241,42","241,42","241,42","48.284,35",2
ICFFUT,2024-07-22,13:31:00,"241,54","241,70","241,54","241,54","72.478,94",3
ICFFUT,2024-07-22,12:28:00,"241,50","241,50","241,50","241,50","24.150,24",1
ICFFUT,2024-07-22,12:30:00,"241,70","241,70","241,70","241,70","24.170,40",1
ICFFUT,2024-07-22,12:31:00,"242,43","242,43","242,43","242,43","48.485,94",2
ICFFUT,2024-07-22,12:32:00,"242,43","242,47","242,27","242,27","145.449,76",6
ICFFUT,2024-07-22,12:33:00,"242,47","242,55","242,47","242,55","121.259,20",5
ICFFUT,2024-07-22,13:00:00,"241,70","241,70","241,70","241,70","24.170,40",1
ICFFUT,2024-07-22,12:34:00,"242,23","242,23","242,23","242,23","48.445,62",2
ICFFUT,2024-07-22,12:37:00,"242,31","242,31","242,31","242,31","121.154,38",5
ICFFUT,2024-07-22,12:41:00,"241,91","241,91","241,91","241,91","24.190,56",1
ICFFUT,2024-07-22,12:42:00,"242,03","242,03","241,66","241,66","48.369,02",2
ICFFUT,2024-07-22,12:44:00,"242,31","242,31","242,31","242,31","145.385,25",6
ICFFUT,2024-07-22,12:47:00,"241,66","241,66","241,58","241,58","120.799,58",5
ICFFUT,2024-07-22,12:49:00,"241,22","241,22","241,22","241,22","24.122,02",1
ICFFUT,2024-07-22,12:35:00,"242,23","242,71","242,15","242,71","315.247,32",13
ICFFUT,2024-07-22,13:33:00,"241,54","241,54","241,54","241,54","24.154,27",1
ICFFUT,2024-07-22,14:59:00,"241,87","241,91","241,87","241,91","290.274,60",12
ICFFUT,2024-07-22,13:41:00,"241,30","241,30","241,30","241,30","24.130,08",1
ICFFUT,2024-07-22,14:15:00,"241,62","241,62","241,62","241,62","24.162,34",1
ICFFUT,2024-07-22,14:16:00,"241,74","241,74","241,74","241,74","24.174,43",1
ICFFUT,2024-07-22,14:17:00,"241,87","241,91","241,70","241,70","145.099,00",6
ICFFUT,2024-07-22,14:18:00,"241,87","241,91","241,87","241,91","96.758,20",4
ICFFUT,2024-07-22,14:19:00,"241,91","241,91","241,91","241,91","48.381,12",2
ICFFUT,2024-07-22,14:21:00,"241,91","241,99","241,91","241,99","48.389,18",2
ICFFUT,2024-07-22,14:13:00,"241,42","241,42","241,42","241,42","24.142,18",1
ICFFUT,2024-07-22,14:30:00,"241,42","241,42","241,42","241,42","48.284,35",2
ICFFUT,2024-07-22,14:40:00,"241,91","241,91","241,91","241,91","120.952,79",5
ICFFUT,2024-07-22,14:44:00,"241,91","241,91","241,91","241,91","96.762,23",4
ICFFUT,2024-07-22,14:46:00,"241,91","241,91","241,91","241,91","72.571,67",3
ICFFUT,2024-07-22,14:50:00,"241,87","241,87","241,87","241,87","24.186,53",1
ICFFUT,2024-07-22,15:30:00,"241,91","242,07","241,91","242,07","169.386,32",7
ICFFUT,2024-07-22,12:26:00,"241,91","241,91","241,74","241,74","96.734,01",4
ICFFUT,2024-07-22,14:38:00,"241,87","241,91","241,87","241,91","435.426,01",18
ICFFUT,2024-07-22,13:40:00,"241,42","241,42","241,42","241,42","24.142,18",1
ICFFUT,2024-07-22,14:10:00,"241,50","241,50","241,50","241,50","24.150,24",1
ICFFUT,2024-07-22,14:06:00,"241,30","241,30","241,30","241,30","24.130,08",1
ICFFUT,2024-07-22,13:42:00,"241,34","241,34","241,34","241,34","24.134,11",1
ICFFUT,2024-07-22,13:43:00,"241,34","241,34","241,34","241,34","120.670,57",5
ICFFUT,2024-07-22,13:46:00,"241,38","241,42","241,38","241,42","72.422,50",3
ICFFUT,2024-07-22,13:47:00,"241,58","241,91","241,58","241,91","604.429,31",25
ICFFUT,2024-07-22,13:48:00,"241,78","241,91","241,50","241,78","531.922,14",22
ICFFUT,2024-07-22,13:49:00,"241,74","241,82","241,50","241,82","652.637,06",27
ICFFUT,2024-07-22,14:07:00,"241,50","241,50","241,50","241,50","48.300,48",2
ICFFUT,2024-07-22,13:50:00,"241,91","241,95","241,62","241,62","314.457,09",13
ICFFUT,2024-07-22,13:53:00,"241,58","241,58","241,50","241,50","120.763,30",5
ICFFUT,2024-07-22,13:56:00,"241,50","241,50","241,42","241,42","144.861,12",6
ICFFUT,2024-07-22,13:57:00,"241,34","241,34","241,34","241,34","120.670,57",5
ICFFUT,2024-07-22,13:58:00,"241,42","241,50","241,42","241,50","48.292,42",2
ICFFUT,2024-07-22,14:00:00,"241,34","241,34","241,34","241,34","144.804,68",6
ICFFUT,2024-07-22,14:02:00,"241,26","241,26","241,26","241,26","120.630,25",5
ICFFUT,2024-07-22,13:52:00,"241,74","241,74","241,74","241,74","24.174,43",1
ICFFUT,2024-07-22,12:25:00,"241,18","241,91","241,18","241,91","459.116,63",19
ICFFUT,2024-07-22,12:54:00,"241,42","241,54","241,42","241,54","48.296,45",2
ICFFUT,2024-07-22,12:22:00,"240,66","241,10","240,66","240,86","120.456,88",5
ICFFUT,2024-07-22,10:02:00,"236,10","236,10","236,10","236,10","23.609,98",1
ICFFUT,2024-07-22,10:11:00,"236,26","236,26","236,26","236,26","118.130,56",5
ICFFUT,2024-07-22,10:18:00,"235,66","235,66","235,05","235,05","188.214,63",8
ICFFUT,2024-07-22,10:21:00,"235,78","235,78","235,70","235,70","47.147,40",2
ICFFUT,2024-07-22,10:22:00,"235,50","235,50","235,50","235,50","47.099,02",2
ICFFUT,2024-07-22,10:25:00,"236,10","236,26","236,10","236,26","236.180,48",10
ICFFUT,2024-07-22,09:58:00,"236,10","236,10","236,10","236,10","23.609,98",1
ICFFUT,2024-07-22,10:26:00,"235,62","235,62","235,62","235,62","23.561,60",1
ICFFUT,2024-07-22,10:28:00,"236,26","236,26","236,26","236,26","23.626,11",1
ICFFUT,2024-07-22,10:29:00,"235,86","235,86","235,86","235,86","23.585,79",1
ICFFUT,2024-07-22,10:30:00,"236,14","236,14","236,14","236,14","118.070,08",5
ICFFUT,2024-07-22,10:32:00,"235,86","235,86","235,86","235,86","23.585,79",1
ICFFUT,2024-07-22,10:46:00,"236,26","236,26","236,26","236,26","23.626,11",1
ICFFUT,2024-07-22,10:48:00,"236,83","237,15","236,83","237,11","118.537,76",5
ICFFUT,2024-07-22,10:27:00,"235,86","235,86","235,86","235,86","23.585,79",1
ICFFUT,2024-07-22,10:49:00,"237,07","237,07","237,07","237,07","23.706,75",1
ICFFUT,2024-07-22,09:51:00,"235,86","235,86","235,86","235,86","70.757,38",3
ICFFUT,2024-07-22,09:48:00,"236,26","236,26","236,26","236,26","23.626,11",1
ICFFUT,2024-07-22,12:24:00,"240,49","241,50","240,49","241,50","192.875,35",8
ICFFUT,2024-07-22,09:02:00,"235,50","235,50","235,50","235,50","23.549,51",1
ICFFUT,2024-07-22,09:13:00,"236,66","236,66","236,66","236,66","47.332,86",2
ICFFUT,2024-07-22,09:14:00,"236,10","236,10","236,10","236,10","23.609,98",1
ICFFUT,2024-07-22,09:15:00,"236,06","236,06","236,06","236,06","23.605,95",1
ICFFUT,2024-07-22,09:20:00,"235,41","235,41","235,21","235,21","47.062,73",2
ICFFUT,2024-07-22,09:50:00,"236,06","236,06","236,06","236,06","23.605,95",1
ICFFUT,2024-07-22,09:24:00,"235,41","235,45","235,41","235,45","141.268,83",6
ICFFUT,2024-07-22,09:34:00,"235,45","235,45","235,45","235,45","47.090,95",2
ICFFUT,2024-07-22,09:38:00,"236,02","236,02","236,02","236,02","47.203,84",2
ICFFUT,2024-07-22,09:39:00,"236,02","236,02","236,02","236,02","47.203,84",2
ICFFUT,2024-07-22,09:40:00,"236,22","236,26","236,14","236,14","118.110,40",5
ICFFUT,2024-07-22,09:41:00,"236,18","236,50","236,18","236,50","118.146,68",5
ICFFUT,2024-07-22,09:42:00,"237,07","237,07","237,07","237,07","47.413,49",2
ICFFUT,2024-07-22,09:29:00,"236,06","236,10","236,06","236,10","47.215,94",2
ICFFUT,2024-07-22,10:52:00,"237,03","237,67","237,03","237,67","284.722,86",12
ICFFUT,2024-07-22,09:09:00,"235,78","236,22","235,78","236,22","70.821,89",3
ICFFUT,2024-07-22,10:54:00,"237,87","237,87","237,87","237,87","71.362,15",3
ICFFUT,2024-07-22,11:57:00,"238,12","238,32","237,87","238,32","119.045,77",5
ICFFUT,2024-07-22,11:58:00,"238,32","238,32","238,32","238,32","23.831,73",1
ICFFUT,2024-07-22,11:59:00,"238,32","238,32","238,32","238,32","23.831,73",1
ICFFUT,2024-07-22,12:03:00,"237,87","237,87","237,87","237,87","1.712.691,49",72
ICFFUT,2024-07-22,12:06:00,"238,36","238,36","238,36","238,36","23.835,76",1
ICFFUT,2024-07-22,12:09:00,"237,95","237,95","237,95","237,95","23.795,45",1
ICFFUT,2024-07-22,11:55:00,"237,91","237,91","237,87","237,87","47.578,80",2
ICFFUT,2024-07-22,12:10:00,"238,16","238,16","237,99","237,99","71.418,59",3
ICFFUT,2024-07-22,12:15:00,"239,12","239,65","239,12","239,65","239.381,70",10
ICFFUT,2024-07-22,12:17:00,"239,89","239,97","239,89","239,97","47.986,00",2
ICFFUT,2024-07-22,12:18:00,"240,01","240,74","240,01","240,74","264.435,05",11
ICFFUT,2024-07-22,12:19:00,"240,21","240,21","240,21","240,21","48.042,45",2
ICFFUT,2024-07-22,12:21:00,"240,74","240,90","240,74","240,86","144.494,23",6
ICFFUT,2024-07-22,10:53:00,"237,87","237,87","237,87","237,87","142.724,29",6
ICFFUT,2024-07-22,12:13:00,"238,40","239,08","238,40","238,80","501.260,61",21
ICFFUT,2024-07-22,09:01:00,"236,10","236,10","235,86","235,86","70.797,70",3
ICFFUT,2024-07-22,12:20:00,"240,29","240,29","240,25","240,25","96.109,09",4
ICFFUT,2024-07-22,11:39:00,"237,63","237,63","237,63","237,63","23.763,19",1
ICFFUT,2024-07-22,11:00:00,"237,83","237,87","237,83","237,87","47.570,73",2
ICFFUT,2024-07-22,10:56:00,"237,23","237,23","237,23","237,23","23.722,87",1
ICFFUT,2024-07-22,11:01:00,"237,67","237,87","237,67","237,87","95.129,37",4
ICFFUT,2024-07-22,11:02:00,"237,87","238,16","237,87","238,16","47.602,99",2
ICFFUT,2024-07-22,11:53:00,"238,08","238,12","238,08","238,12","47.619,11",2
ICFFUT,2024-07-22,11:08:00,"237,31","237,31","237,31","237,31","23.730,94",1
ICFFUT,2024-07-22,11:09:00,"237,47","237,47","237,47","237,47","118.735,32",5
ICFFUT,2024-07-22,11:03:00,"238,24","238,24","238,24","238,24","23.823,67",1
ICFFUT,2024-07-22,11:23:00,"237,87","237,87","237,87","237,87","47.574,76",2
ICFFUT,2024-07-22,11:25:00,"238,24","238,24","238,24","238,24","23.823,67",1
ICFFUT,2024-07-22,11:26:00,"238,28","238,28","238,28","238,28","166.793,90",7
ICFFUT,2024-07-22,11:35:00,"237,87","237,87","237,87","237,87","23.787,38",1
ICFFUT,2024-07-22,11:36:00,"237,87","237,87","237,87","237,87","47.574,76",2
ICFFUT,2024-07-22,11:37:00,"237,87","237,87","237,87","237,87","47.574,76",2
ICFFUT,2024-07-22,11:14:00,"237,47","237,47","237,47","237,47","23.747,06",1
ICFFUT,2024-07-23,11:30:00,"238,68","238,68","238,68","238,68","23.868,02",1
ICFFUT,2024-07-23,11:32:00,"239,08","239,20","239,08","239,20","47.828,76",2
ICFFUT,2024-07-23,11:38:00,"238,84","238,84","238,68","238,84","119.404,59",5
ICFFUT,2024-07-23,11:39:00,"239,00","239,00","239,00","239,00","47.800,54",2
ICFFUT,2024-07-23,11:45:00,"239,41","239,41","239,41","239,41","23.940,59",1
ICFFUT,2024-07-23,11:58:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,11:49:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,11:50:00,"239,41","240,05","239,41","240,05","239.861,48",10
ICFFUT,2024-07-23,11:51:00,"239,69","239,69","239,49","239,49","143.768,52",6
ICFFUT,2024-07-23,11:54:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,11:56:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,12:02:00,"239,04","239,04","239,04","239,04","23.904,30",1
ICFFUT,2024-07-23,11:46:00,"239,45","239,45","239,45","239,45","23.944,62",1
ICFFUT,2024-07-23,11:29:00,"238,72","238,72","238,72","238,72","23.872,05",1
ICFFUT,2024-07-23,11:18:00,"238,60","238,92","238,52","238,92","214.763,77",9
ICFFUT,2024-07-23,11:26:00,"239,20","239,20","239,16","239,16","47.836,83",2
ICFFUT,2024-07-23,11:25:00,"239,41","239,45","239,41","239,45","239.430,08",10
ICFFUT,2024-07-23,11:24:00,"238,80","239,33","238,80","239,33","621.939,24",26
ICFFUT,2024-07-23,11:20:00,"239,16","239,16","239,16","239,16","47.832,80",2
ICFFUT,2024-07-23,11:19:00,"239,00","239,00","239,00","239,00","47.800,54",2
ICFFUT,2024-07-23,11:17:00,"238,60","238,60","238,60","238,60","143.159,72",6
ICFFUT,2024-07-23,11:15:00,"238,52","238,52","238,52","238,52","23.851,89",1
ICFFUT,2024-07-23,11:13:00,"238,48","238,48","238,28","238,28","95.334,99",4
ICFFUT,2024-07-23,11:12:00,"238,72","238,72","238,56","238,56","95.451,91",4
ICFFUT,2024-07-23,11:08:00,"239,00","239,00","238,84","238,84","143.385,50",6
ICFFUT,2024-07-23,11:07:00,"238,72","238,72","238,72","238,72","23.872,05",1
ICFFUT,2024-07-23,11:04:00,"238,68","238,68","238,68","238,68","23.868,02",1
ICFFUT,2024-07-23,12:17:00,"238,88","238,88","238,88","238,88","47.776,35",2
ICFFUT,2024-07-23,11:03:00,"238,68","238,68","238,68","238,68","23.868,02",1
ICFFUT,2024-07-23,11:27:00,"239,08","239,08","238,84","238,84","119.473,13",5
ICFFUT,2024-07-23,12:35:00,"239,24","239,24","239,20","239,20","71.769,35",3
ICFFUT,2024-07-23,13:44:00,"238,68","238,68","238,68","238,68","23.868,02",1
ICFFUT,2024-07-23,12:46:00,"238,96","238,96","238,80","238,80","71.660,50",3
ICFFUT,2024-07-23,11:02:00,"238,48","238,68","238,48","238,68","47.715,88",2
ICFFUT,2024-07-23,15:30:00,"239,12","239,12","238,28","238,96","167.140,63",7
ICFFUT,2024-07-23,14:57:00,"238,52","238,76","238,52","238,76","119.311,86",5
ICFFUT,2024-07-23,14:56:00,"237,87","237,87","237,55","237,55","118.872,40",5
ICFFUT,2024-07-23,14:50:00,"238,16","238,16","237,87","237,87","880.350,84",37
ICFFUT,2024-07-23,14:27:00,"238,48","238,48","238,48","238,48","47.695,72",2
ICFFUT,2024-07-23,14:25:00,"238,72","238,72","238,68","238,68","71.612,11",3
ICFFUT,2024-07-23,14:22:00,"238,72","238,72","238,72","238,72","23.872,05",1
ICFFUT,2024-07-23,14:21:00,"238,96","238,96","238,96","238,96","191.169,91",8
ICFFUT,2024-07-23,14:14:00,"238,76","238,88","238,76","238,88","47.764,26",2
ICFFUT,2024-07-23,14:13:00,"239,08","239,08","239,08","239,08","406.441,69",17
ICFFUT,2024-07-23,14:12:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,14:08:00,"238,88","238,88","238,88","238,88","47.776,35",2
ICFFUT,2024-07-23,14:04:00,"239,08","239,08","239,08","239,08","23.908,33",1
ICFFUT,2024-07-23,13:57:00,"239,41","239,49","239,41","239,49","95.774,45",4
ICFFUT,2024-07-23,13:55:00,"239,00","239,45","239,00","239,45","95.689,78",4
ICFFUT,2024-07-23,13:50:00,"238,68","238,68","238,68","238,68","71.604,05",3
ICFFUT,2024-07-23,12:47:00,"238,64","238,64","238,56","238,56","262.475,62",11
ICFFUT,2024-07-23,12:48:00,"238,40","238,40","238,12","238,12","190.589,34",8
ICFFUT,2024-07-23,12:49:00,"237,99","237,99","237,95","237,95","95.189,84",4
ICFFUT,2024-07-23,12:55:00,"238,28","238,28","238,28","238,28","23.827,70",1
ICFFUT,2024-07-23,12:58:00,"238,36","238,36","238,28","238,28","47.663,46",2
ICFFUT,2024-07-23,13:04:00,"238,44","238,44","238,44","238,44","23.843,83",1
ICFFUT,2024-07-23,12:45:00,"239,08","239,08","238,96","238,96","47.804,57",2
ICFFUT,2024-07-23,13:06:00,"238,44","238,44","238,44","238,44","23.843,83",1
ICFFUT,2024-07-23,13:11:00,"238,28","238,28","238,24","238,24","47.651,37",2
ICFFUT,2024-07-23,13:13:00,"238,36","238,36","238,36","238,36","23.835,76",1
ICFFUT,2024-07-23,13:14:00,"238,20","238,20","238,20","238,20","71.458,91",3
ICFFUT,2024-07-23,13:19:00,"238,56","238,56","238,56","238,56","23.855,92",1
ICFFUT,2024-07-23,13:22:00,"238,64","238,64","238,64","238,64","23.863,99",1
ICFFUT,2024-07-23,13:23:00,"238,64","238,64","238,64","238,64","23.863,99",1
ICFFUT,2024-07-23,13:08:00,"238,44","238,44","238,44","238,44","95.375,31",4
ICFFUT,2024-07-23,11:01:00,"238,72","238,72","238,60","238,72","477.348,24",20
ICFFUT,2024-07-23,11:10:00,"239,00","239,00","239,00","239,00","47.800,54",2
ICFFUT,2024-07-23,10:59:00,"238,76","238,76","238,76","238,76","71.628,24",3
ICFFUT,2024-07-23,09:43:00,"241,10","241,10","241,10","241,10","24.109,92",1
ICFFUT,2024-07-23,09:42:00,"241,18","241,18","241,18","241,18","24.117,99",1
ICFFUT,2024-07-23,09:41:00,"241,10","241,10","241,10","241,10","24.109,92",1
ICFFUT,2024-07-23,09:40:00,"241,42","241,42","241,42","241,42","24.142,18",1
ICFFUT,2024-07-23,09:38:00,"241,02","241,46","241,02","241,46","72.378,15",3
ICFFUT,2024-07-23,09:37:00,"240,94","240,94","240,94","240,94","24.093,80",1
ICFFUT,2024-07-23,09:35:00,"241,10","241,10","241,02","241,02","96.431,63",4
ICFFUT,2024-07-23,09:34:00,"241,10","241,10","241,10","241,10","168.769,46",7
ICFFUT,2024-07-23,09:32:00,"241,22","241,22","241,22","241,22","24.122,02",1
ICFFUT,2024-07-23,09:31:00,"241,14","241,14","241,14","241,14","24.113,95",1
ICFFUT,2024-07-23,09:30:00,"241,10","241,22","241,10","241,22","72.353,96",3
ICFFUT,2024-07-23,09:27:00,"240,29","240,29","240,13","240,13","120.094,02",5
ICFFUT,2024-07-23,09:26:00,"240,25","240,25","240,13","240,25","72.063,67",3
ICFFUT,2024-07-23,09:22:00,"240,05","240,05","240,05","240,05","168.035,68",7
ICFFUT,2024-07-23,09:44:00,"240,90","240,94","240,90","240,90","216.811,91",9
ICFFUT,2024-07-23,09:21:00,"240,25","240,25","240,25","240,25","48.050,51",2
ICFFUT,2024-07-23,09:18:00,"240,05","240,05","239,97","239,97","96.004,26",4
ICFFUT,2024-07-23,09:14:00,"240,13","240,13","240,13","240,13","24.013,16",1
ICFFUT,2024-07-23,09:11:00,"240,58","240,58","240,21","240,21","72.120,12",3
ICFFUT,2024-07-23,09:10:00,"240,53","240,53","240,49","240,53","240.522,68",10
ICFFUT,2024-07-23,09:09:00,"240,70","240,70","240,70","240,70","24.069,60",1
ICFFUT,2024-07-23,09:08:00,"240,53","240,53","240,53","240,53","48.106,96",2
ICFFUT,2024-07-23,09:07:00,"240,29","240,29","240,29","240,29","240.292,87",10
ICFFUT,2024-07-23,09:06:00,"240,70","240,70","240,29","240,29","144.220,07",6
ICFFUT,2024-07-23,09:04:00,"240,25","240,29","240,25","240,29","312.368,64",13
ICFFUT,2024-07-23,09:03:00,"240,29","240,29","240,29","240,29","336.410,02",14
ICFFUT,2024-07-23,09:02:00,"240,01","240,17","240,01","240,13","384.109,77",16
ICFFUT,2024-07-23,09:01:00,"239,73","240,01","239,73","240,01","119.969,04",5
ICFFUT,2024-07-23,09:00:00,"240,62","240,62","240,62","240,62","24.061,54",1
ICFFUT,2024-07-23,11:00:00,"238,76","238,76","238,76","238,76","23.876,08",1
ICFFUT,2024-07-23,09:20:00,"240,09","240,25","240,09","240,25","48.034,38",2
ICFFUT,2024-07-23,09:48:00,"241,18","241,18","241,18","241,18","24.117,99",1
ICFFUT,2024-07-23,09:15:00,"240,21","240,21","240,13","240,13","48.034,38",2
ICFFUT,2024-07-23,09:51:00,"241,02","241,02","241,02","241,02","48.203,72",2
ICFFUT,2024-07-23,10:58:00,"239,04","239,04","238,72","238,72","143.296,80",6
ICFFUT,2024-07-23,09:50:00,"240,98","240,98","240,98","240,98","24.097,83",1
ICFFUT,2024-07-23,10:54:00,"239,12","239,12","239,12","239,12","47.824,73",2
ICFFUT,2024-07-23,10:52:00,"239,12","239,12","239,12","239,12","23.912,37",1
ICFFUT,2024-07-23,10:51:00,"239,24","239,24","239,12","239,12","95.677,69",4
ICFFUT,2024-07-23,10:50:00,"239,49","239,49","239,49","239,49","47.897,30",2
ICFFUT,2024-07-23,10:49:00,"239,49","239,49","239,49","239,49","23.948,65",1
ICFFUT,2024-07-23,10:48:00,"239,53","239,53","239,04","239,08","430.765,29",18
ICFFUT,2024-07-23,10:45:00,"239,65","239,65","239,65","239,65","23.964,78",1
ICFFUT,2024-07-23,10:44:00,"239,97","239,97","239,97","239,97","23.997,03",1
ICFFUT,2024-07-23,10:43:00,"239,89","239,89","239,89","239,89","23.988,97",1
ICFFUT,2024-07-23,10:35:00,"239,89","239,89","239,89","239,89","23.988,97",1
ICFFUT,2024-07-23,10:32:00,"239,89","239,89","239,89","239,89","23.988,97",1
ICFFUT,2024-07-23,10:28:00,"240,01","240,01","240,01","240,01","24.001,07",1
ICFFUT,2024-07-23,10:26:00,"239,97","239,97","239,97","239,97","23.997,03",1
ICFFUT,2024-07-23,10:46:00,"239,61","239,61","239,61","239,61","23.960,75",1
ICFFUT,2024-07-23,10:12:00,"239,81","239,81","239,81","239,81","23.980,91",1
ICFFUT,2024-07-23,09:53:00,"240,66","240,70","240,66","240,70","96.266,32",4
ICFFUT,2024-07-23,10:19:00,"239,89","239,89","239,69","239,69","71.930,62",3
ICFFUT,2024-07-23,09:54:00,"240,53","240,53","240,29","240,33","96.153,44",4
ICFFUT,2024-07-23,09:55:00,"240,17","240,29","240,17","240,29","48.046,48",2
ICFFUT,2024-07-23,09:56:00,"240,17","240,17","240,17","240,17","48.034,38",2
ICFFUT,2024-07-23,09:58:00,"240,37","240,45","240,37","240,45","120.219,01",5
ICFFUT,2024-07-23,09:59:00,"240,37","240,37","240,33","240,33","48.070,67",2
ICFFUT,2024-07-23,09:57:00,"240,29","240,37","240,29","240,33","288.379,67",12
ICFFUT,2024-07-23,10:00:00,"240,29","240,29","239,81","239,81","408.010,04",17
ICFFUT,2024-07-23,10:01:00,"239,77","239,97","239,49","239,97","215.691,08",9
ICFFUT,2024-07-23,10:02:00,"240,17","240,29","240,17","240,29","48.046,48",2
ICFFUT,2024-07-23,10:06:00,"239,89","239,89","239,89","239,89","23.988,97",1
ICFFUT,2024-07-23,10:10:00,"240,21","240,21","240,21","240,21","24.021,22",1
ICFFUT,2024-07-23,10:11:00,"239,81","239,81","239,81","239,81","47.961,81",2
ICFFUT,2024-07-23,09:52:00,"240,70","240,70","240,70","240,70","48.139,21",2
ICFFUT,2024-07-24,12:34:00,"233,92","233,92","233,92","233,92","23.392,27",1
ICFFUT,2024-07-24,12:21:00,"233,92","233,92","233,92","233,92","23.392,27",1
ICFFUT,2024-07-24,12:26:00,"233,84","233,84","233,84","233,84","23.384,21",1
ICFFUT,2024-07-24,12:16:00,"233,84","233,84","233,84","233,84","23.384,21",1
ICFFUT,2024-07-24,12:31:00,"234,20","234,25","234,20","234,20","93.686,00",4
ICFFUT,2024-07-24,12:32:00,"234,20","234,20","234,20","234,20","23.420,49",1
ICFFUT,2024-07-24,12:33:00,"234,25","234,25","234,25","234,25","23.424,52",1
ICFFUT,2024-07-24,12:20:00,"233,84","233,84","233,84","233,84","23.384,21",1
ICFFUT,2024-07-24,12:44:00,"233,44","233,56","233,44","233,56","46.699,87",2
ICFFUT,2024-07-24,12:37:00,"233,84","234,08","233,84","234,08","46.792,60",2
ICFFUT,2024-07-24,12:38:00,"234,12","234,12","234,12","234,12","23.412,43",1
ICFFUT,2024-07-24,12:40:00,"233,88","233,88","233,84","233,84","93.540,86",4
ICFFUT,2024-07-24,12:41:00,"233,56","233,56","233,52","233,56","186.827,71",8
ICFFUT,2024-07-24,12:45:00,"233,40","233,40","232,83","232,83","116.574,30",5
ICFFUT,2024-07-24,12:50:00,"233,00","233,04","233,00","233,04","46.603,11",2
ICFFUT,2024-07-24,12:15:00,"234,00","234,04","234,00","234,04","46.804,70",2
ICFFUT,2024-07-24,12:55:00,"232,79","232,79","232,79","232,79","23.279,38",1
ICFFUT,2024-07-24,12:35:00,"233,88","233,88","233,84","233,84","46.772,44",2
ICFFUT,2024-07-24,12:14:00,"234,04","234,04","234,04","234,04","46.808,73",2
ICFFUT,2024-07-24,11:25:00,"233,76","233,84","233,72","233,84","70.132,46",3
ICFFUT,2024-07-24,12:12:00,"233,20","233,20","233,20","233,20","23.319,70",1
ICFFUT,2024-07-24,12:56:00,"232,87","232,87","232,75","232,75","69.842,17",3
ICFFUT,2024-07-24,11:17:00,"233,48","233,48","233,44","233,44","46.691,81",2
ICFFUT,2024-07-24,11:22:00,"233,20","234,00","233,20","234,00","116.896,84",5
ICFFUT,2024-07-24,11:23:00,"234,00","234,00","233,92","233,92","70.192,94",3
ICFFUT,2024-07-24,11:24:00,"233,92","233,92","233,92","233,92","23.392,27",1
ICFFUT,2024-07-24,11:33:00,"233,84","233,84","233,84","233,84","23.384,21",1
ICFFUT,2024-07-24,11:34:00,"233,72","233,72","233,68","233,68","46.740,19",2
ICFFUT,2024-07-24,11:44:00,"233,68","233,68","233,64","233,64","46.732,13",2
ICFFUT,2024-07-24,11:47:00,"233,40","233,40","233,12","233,12","69.987,32",3
ICFFUT,2024-07-24,11:48:00,"233,12","233,12","233,08","233,08","93.234,44",4
ICFFUT,2024-07-24,11:49:00,"232,91","232,91","232,83","232,83","46.574,89",2
ICFFUT,2024-07-24,11:51:00,"232,83","232,83","232,83","232,83","23.283,41",1
ICFFUT,2024-07-24,11:53:00,"233,04","233,04","233,04","233,04","23.303,57",1
ICFFUT,2024-07-24,11:54:00,"233,32","233,32","233,32","233,32","46.663,59",2
ICFFUT,2024-07-24,12:00:00,"232,79","232,79","232,79","232,79","23.279,38",1
