asset,date,time,open,max,min,close,volume_usd,quantity
ICFFUT,2024-09-17,09:04:00,"250,89","250,89","250,89","250,89","25.088,71",1
ICFFUT,2024-09-17,09:05:00,"250,48","250,48","249,70","249,74","200.028,03",8
ICFFUT,2024-09-17,09:06:00,"250,07","250,07","249,98","249,98","150.031,29",6
ICFFUT,2024-09-17,09:08:00,"249,82","249,82","249,82","249,82","74.945,84",3
ICFFUT,2024-09-17,09:09:00,"249,82","249,86","249,82","249,86","49.968,00",2
ICFFUT,2024-09-17,09:10:00,"250,23","250,23","250,23","250,23","25.023,01",1
ICFFUT,2024-09-17,09:13:00,"250,60","250,64","250,60","250,64","50.124,03",2
ICFFUT,2024-09-17,09:16:00,"250,64","250,64","250,64","250,64","125.320,35",5
ICFFUT,2024-09-17,09:20:00,"250,48","250,48","250,23","250,23","50.070,65",2
ICFFUT,2024-09-17,09:21:00,"250,85","250,85","250,85","250,85","75.253,80",3
ICFFUT,2024-09-17,09:23:00,"250,07","250,07","249,74","249,74","125.000,07",5
ICFFUT,2024-09-17,09:25:00,"249,82","249,82","249,82","249,82","24.981,95",1
ICFFUT,2024-09-17,09:58:00,"255,49","255,49","255,49","255,49","25.548,60",1
ICFFUT,2024-09-17,09:59:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-17,09:17:00,"250,72","250,72","250,72","250,72","25.072,28",1
ICFFUT,2024-09-17,10:01:00,"255,40","255,40","255,28","255,28","255.325,84",10
ICFFUT,2024-09-17,10:35:00,"255,40","255,44","255,40","255,44","51.084,88",2
ICFFUT,2024-09-17,10:36:00,"255,65","255,65","255,65","255,65","25.565,02",1
ICFFUT,2024-09-17,10:40:00,"255,65","256,10","255,65","256,10","307.116,98",12
ICFFUT,2024-09-17,10:41:00,"256,14","256,23","256,14","256,23","409.935,51",16
ICFFUT,2024-09-17,10:42:00,"256,23","256,23","256,18","256,18","51.240,91",2
ICFFUT,2024-09-17,10:43:00,"256,23","256,23","256,23","256,23","51.245,02",2
ICFFUT,2024-09-17,10:44:00,"256,14","256,55","256,10","256,39","358.834,20",14
ICFFUT,2024-09-17,10:33:00,"254,87","254,87","254,54","254,58","254.648,32",10
ICFFUT,2024-09-17,10:45:00,"256,39","256,39","256,39","256,39","25.638,93",1
ICFFUT,2024-09-17,10:48:00,"256,80","256,80","256,80","256,80","179.759,97",7
ICFFUT,2024-09-17,10:50:00,"256,96","257,05","256,96","257,05","77.105,68",3
ICFFUT,2024-09-17,10:51:00,"257,05","257,29","257,05","257,29","128.588,86",5
ICFFUT,2024-09-17,10:52:00,"257,74","257,87","257,46","257,54","283.535,23",11
ICFFUT,2024-09-17,10:54:00,"257,42","257,42","257,25","257,25","257.337,86",10
ICFFUT,2024-09-17,10:55:00,"257,01","257,01","256,96","256,96","154.190,84",6
ICFFUT,2024-09-17,10:00:00,"255,40","255,40","255,20","255,40","76.600,63",3
ICFFUT,2024-09-17,10:47:00,"256,43","257,01","256,43","256,80","256.816,38",10
ICFFUT,2024-09-17,10:30:00,"254,99","254,99","254,99","254,99","25.499,32",1
ICFFUT,2024-09-17,10:46:00,"256,23","256,23","255,77","255,77","76.822,36",3
ICFFUT,2024-09-17,10:28:00,"255,36","255,65","255,20","255,65","153.221,78",6
ICFFUT,2024-09-17,10:03:00,"254,99","255,40","254,99","255,40","102.091,74",4
ICFFUT,2024-09-17,10:29:00,"255,69","255,69","255,49","255,49","127.825,11",5
ICFFUT,2024-09-17,10:04:00,"255,40","255,40","255,28","255,40","102.136,90",4
ICFFUT,2024-09-17,10:05:00,"255,53","255,53","255,53","255,53","76.658,11",3
ICFFUT,2024-09-17,10:06:00,"254,71","254,71","254,62","254,62","76.399,42",3
ICFFUT,2024-09-17,10:07:00,"255,32","255,57","255,32","255,57","76.637,58",3
ICFFUT,2024-09-17,10:09:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-17,10:10:00,"255,61","255,98","255,61","255,98","127.915,45",5
ICFFUT,2024-09-17,10:12:00,"255,61","255,61","255,40","255,40","76.641,69",3
ICFFUT,2024-09-17,10:08:00,"255,73","255,73","255,73","255,73","25.573,23",1
ICFFUT,2024-09-17,10:17:00,"254,83","254,83","254,83","254,83","25.482,90",1
ICFFUT,2024-09-17,10:18:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-17,10:20:00,"255,28","255,36","255,28","255,36","51.064,35",2
ICFFUT,2024-09-17,10:21:00,"255,16","255,16","255,16","255,16","25.515,75",1
ICFFUT,2024-09-17,10:22:00,"255,12","255,12","255,12","255,12","25.511,64",1
ICFFUT,2024-09-17,10:27:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-17,10:13:00,"255,28","255,28","254,83","254,83","203.928,89",8
ICFFUT,2024-09-17,10:26:00,"255,36","255,73","255,28","255,65","102.202,60",4
ICFFUT,2024-09-18,11:48:00,"256,23","256,23","256,23","256,23","25.622,51",1
ICFFUT,2024-09-18,11:35:00,"256,51","256,96","256,51","256,96","436.469,58",17
ICFFUT,2024-09-18,11:36:00,"256,59","256,59","256,47","256,51","76.957,86",3
ICFFUT,2024-09-18,11:38:00,"256,47","256,47","256,47","256,47","128.235,73",5
ICFFUT,2024-09-18,11:45:00,"256,47","256,47","256,23","256,23","51.269,65",2
ICFFUT,2024-09-18,11:43:00,"256,31","256,31","256,31","256,31","25.630,72",1
ICFFUT,2024-09-18,11:47:00,"256,23","256,23","256,23","256,23","25.622,51",1
ICFFUT,2024-09-18,11:49:00,"256,23","256,23","256,23","256,23","102.490,04",4
ICFFUT,2024-09-18,11:34:00,"255,98","256,23","255,98","256,10","333.006,39",13
ICFFUT,2024-09-18,11:42:00,"256,47","256,80","256,47","256,80","51.327,14",2
ICFFUT,2024-09-18,11:33:00,"255,81","255,98","255,81","255,86","127.960,62",5
ICFFUT,2024-09-18,11:07:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-18,11:22:00,"255,77","255,77","255,77","255,77","25.577,34",1
ICFFUT,2024-09-18,11:16:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-18,11:15:00,"254,99","255,12","254,99","255,12","280.541,84",11
ICFFUT,2024-09-18,11:14:00,"255,03","255,03","254,99","254,99","153.000,05",6
ICFFUT,2024-09-18,11:13:00,"255,12","255,12","255,12","255,12","76.534,93",3
ICFFUT,2024-09-18,11:11:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-18,11:08:00,"255,40","255,44","255,40","255,40","740.699,92",29
ICFFUT,2024-09-18,11:06:00,"255,57","255,57","255,57","255,57","51.113,62",2
ICFFUT,2024-09-18,11:02:00,"255,24","255,24","255,24","255,24","51.047,92",2
ICFFUT,2024-09-18,11:57:00,"256,47","256,47","256,47","256,47","25.647,15",1
ICFFUT,2024-09-18,11:00:00,"255,94","255,94","255,94","255,94","102.375,06",4
ICFFUT,2024-09-18,11:24:00,"255,90","255,98","255,16","255,16","102.268,30",4
ICFFUT,2024-09-18,11:59:00,"255,90","255,90","255,86","255,86","127.931,87",5
ICFFUT,2024-09-18,14:35:00,"255,90","255,90","255,90","255,90","25.589,66",1
ICFFUT,2024-09-18,12:04:00,"255,77","255,77","255,77","255,77","51.154,68",2
ICFFUT,2024-09-18,10:55:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-18,15:32:00,"255,69","256,39","255,69","256,10","179.283,65",7
ICFFUT,2024-09-18,14:59:00,"255,65","255,65","255,65","255,65","25.565,02",1
ICFFUT,2024-09-18,14:58:00,"255,94","255,94","255,94","255,94","25.593,77",1
ICFFUT,2024-09-18,14:57:00,"255,65","255,65","255,57","255,57","51.121,83",2
ICFFUT,2024-09-18,14:55:00,"255,73","255,73","255,73","255,73","25.573,23",1
ICFFUT,2024-09-18,14:53:00,"255,73","255,73","255,73","255,73","51.146,47",2
ICFFUT,2024-09-18,14:23:00,"256,14","256,14","256,14","256,14","25.614,30",1
ICFFUT,2024-09-18,14:07:00,"255,53","255,53","255,44","255,44","51.097,20",2
ICFFUT,2024-09-18,14:05:00,"255,65","255,65","255,57","255,57","76.682,75",3
ICFFUT,2024-09-18,13:57:00,"255,81","255,81","255,73","255,73","51.154,68",2
ICFFUT,2024-09-18,12:03:00,"255,94","255,94","255,86","255,86","51.179,32",2
ICFFUT,2024-09-18,13:55:00,"255,86","255,86","255,81","255,81","76.752,55",3
ICFFUT,2024-09-18,13:28:00,"256,23","256,23","256,23","256,23","25.622,51",1
ICFFUT,2024-09-18,13:25:00,"256,64","256,64","256,64","256,64","25.663,57",1
ICFFUT,2024-09-18,12:50:00,"255,86","255,86","255,86","255,86","51.171,11",2
ICFFUT,2024-09-18,12:43:00,"256,23","256,23","256,23","256,23","25.622,51",1
ICFFUT,2024-09-18,12:28:00,"256,10","256,10","256,10","256,10","25.610,19",1
ICFFUT,2024-09-18,12:27:00,"256,10","256,10","256,10","256,10","51.220,38",2
ICFFUT,2024-09-18,12:16:00,"255,90","255,90","255,90","255,90","25.589,66",1
ICFFUT,2024-09-18,12:11:00,"255,81","255,81","255,81","255,81","51.162,89",2
ICFFUT,2024-09-18,12:10:00,"255,81","255,81","255,81","255,81","2.532.563,27",99
ICFFUT,2024-09-18,12:09:00,"255,77","255,77","255,65","255,65","127.849,75",5
ICFFUT,2024-09-18,12:06:00,"255,73","255,73","255,65","255,65","76.711,49",3
ICFFUT,2024-09-18,13:29:00,"256,23","256,23","256,23","256,23","51.245,02",2
ICFFUT,2024-09-18,10:49:00,"254,62","254,62","254,62","254,62","50.924,74",2
ICFFUT,2024-09-18,09:55:00,"256,55","256,64","256,55","256,64","51.318,93",2
ICFFUT,2024-09-18,10:44:00,"254,66","254,66","254,58","254,58","254.590,83",10
ICFFUT,2024-09-18,09:40:00,"254,99","254,99","254,62","254,62","101.960,34",4
ICFFUT,2024-09-18,09:37:00,"254,58","254,83","254,58","254,83","178.232,47",7
ICFFUT,2024-09-18,09:35:00,"254,62","254,75","254,58","254,75","178.248,90",7
ICFFUT,2024-09-18,09:34:00,"254,75","254,75","254,75","254,75","76.424,06",3
ICFFUT,2024-09-18,09:33:00,"254,87","254,87","254,83","254,83","127.418,60",5
ICFFUT,2024-09-18,09:32:00,"254,99","254,99","254,83","254,87","76.469,23",3
ICFFUT,2024-09-18,09:31:00,"254,91","254,99","254,91","254,99","152.987,73",6
ICFFUT,2024-09-18,09:30:00,"255,36","255,36","254,91","254,91","51.027,39",2
ICFFUT,2024-09-18,09:27:00,"255,49","255,49","254,99","255,49","306.373,76",12
ICFFUT,2024-09-18,09:24:00,"255,49","255,49","255,49","255,49","51.097,20",2
ICFFUT,2024-09-18,09:22:00,"255,65","255,65","255,65","255,65","127.825,11",5
ICFFUT,2024-09-18,09:41:00,"254,99","254,99","254,99","254,99","25.499,32",1
ICFFUT,2024-09-18,09:21:00,"255,49","255,49","255,49","255,49","25.548,60",1
ICFFUT,2024-09-18,09:19:00,"255,57","255,57","255,57","255,57","153.340,86",6
ICFFUT,2024-09-18,10:46:00,"254,58","254,58","254,58","254,58","305.499,14",12
ICFFUT,2024-09-18,09:17:00,"255,86","255,86","255,77","255,77","255.785,73",10
ICFFUT,2024-09-18,09:16:00,"256,14","256,14","256,10","256,10","102.453,08",4
ICFFUT,2024-09-18,09:13:00,"255,65","255,65","255,57","255,57","51.121,83",2
ICFFUT,2024-09-18,09:12:00,"255,73","255,73","255,65","255,65","51.138,26",2
ICFFUT,2024-09-18,09:06:00,"255,98","255,98","255,81","255,81","102.350,43",4
ICFFUT,2024-09-18,09:05:00,"255,94","255,94","255,94","255,94","51.187,53",2
ICFFUT,2024-09-18,09:03:00,"256,02","256,02","255,86","255,86","127.956,51",5
ICFFUT,2024-09-18,09:02:00,"256,02","256,06","256,02","256,06","51.208,06",2
ICFFUT,2024-09-18,09:00:00,"255,49","255,69","255,49","255,69","153.312,12",6
ICFFUT,2024-09-18,09:20:00,"255,49","255,49","255,49","255,49","127.742,99",5
ICFFUT,2024-09-18,09:44:00,"255,24","255,24","255,24","255,24","76.571,88",3
ICFFUT,2024-09-18,09:18:00,"255,65","255,65","255,53","255,53","153.349,07",6
ICFFUT,2024-09-18,09:47:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-18,09:46:00,"255,65","255,65","255,65","255,65","25.565,02",1
ICFFUT,2024-09-18,10:43:00,"254,66","254,66","254,58","254,58","458.277,46",18
ICFFUT,2024-09-18,10:40:00,"254,75","254,75","254,75","254,75","25.474,69",1
ICFFUT,2024-09-18,10:39:00,"254,99","254,99","254,91","254,91","152.987,73",6
ICFFUT,2024-09-18,10:37:00,"255,08","255,08","255,08","255,08","51.015,07",2
ICFFUT,2024-09-18,10:27:00,"255,40","255,40","255,40","255,40","76.621,16",3
ICFFUT,2024-09-18,10:25:00,"255,03","255,40","255,03","255,40","153.164,30",6
ICFFUT,2024-09-18,10:22:00,"255,03","255,03","255,03","255,03","25.503,43",1
ICFFUT,2024-09-18,10:18:00,"255,08","255,08","255,08","255,08","25.507,54",1
ICFFUT,2024-09-18,10:16:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-18,10:15:00,"255,40","255,40","255,40","255,40","127.701,93",5
ICFFUT,2024-09-18,10:09:00,"255,36","255,40","255,36","255,40","51.076,66",2
ICFFUT,2024-09-18,10:31:00,"255,40","255,40","255,40","255,40","76.621,16",3
ICFFUT,2024-09-18,10:07:00,"255,40","255,40","255,32","255,32","153.234,10",6
ICFFUT,2024-09-18,09:48:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-18,10:08:00,"255,24","255,32","255,24","255,32","102.120,48",4
ICFFUT,2024-09-18,09:49:00,"256,06","256,06","256,06","256,06","25.606,08",1
ICFFUT,2024-09-18,09:53:00,"256,10","256,23","256,10","256,23","179.337,03",7
ICFFUT,2024-09-18,09:56:00,"256,64","256,84","256,59","256,84","205.394,79",8
ICFFUT,2024-09-18,09:54:00,"256,27","256,27","256,27","256,27","25.626,62",1
ICFFUT,2024-09-18,10:00:00,"255,90","255,90","255,86","255,86","51.175,21",2
ICFFUT,2024-09-18,10:02:00,"255,49","255,49","255,44","255,44","51.093,09",2
ICFFUT,2024-09-18,10:03:00,"255,81","255,81","255,81","255,81","25.581,45",1
ICFFUT,2024-09-18,10:06:00,"255,65","255,65","255,65","255,65","25.565,02",1
ICFFUT,2024-09-18,09:57:00,"255,81","255,81","255,81","255,81","51.162,89",2
ICFFUT,2024-09-19,11:49:00,"254,99","254,99","254,99","254,99","25.499,32",1
ICFFUT,2024-09-19,11:48:00,"255,08","255,16","255,08","255,16","76.539,03",3
ICFFUT,2024-09-19,11:32:00,"255,77","255,81","255,77","255,81","51.158,79",2
ICFFUT,2024-09-19,11:43:00,"255,81","255,81","255,81","255,81","76.744,34",3
ICFFUT,2024-09-19,11:35:00,"255,98","255,98","255,94","255,94","51.191,64",2
ICFFUT,2024-09-19,11:34:00,"256,18","256,43","256,18","256,23","204.996,50",8
ICFFUT,2024-09-19,11:30:00,"255,40","255,40","255,40","255,40","102.161,54",4
ICFFUT,2024-09-19,11:12:00,"255,81","256,14","255,81","256,14","153.579,02",6
ICFFUT,2024-09-19,11:27:00,"255,65","255,65","255,65","255,65","25.565,02",1
ICFFUT,2024-09-19,11:21:00,"255,73","255,73","255,73","255,73","51.146,47",2
ICFFUT,2024-09-19,11:13:00,"256,14","256,14","256,14","256,14","51.228,59",2
ICFFUT,2024-09-19,11:09:00,"255,73","255,73","255,73","255,73","25.573,23",1
ICFFUT,2024-09-19,11:08:00,"255,81","255,81","255,81","255,81","51.162,89",2
ICFFUT,2024-09-19,11:01:00,"255,73","255,73","255,73","255,73","25.573,23",1
ICFFUT,2024-09-19,12:10:00,"254,87","254,87","254,87","254,87","50.974,01",2
ICFFUT,2024-09-19,11:29:00,"255,57","255,57","255,57","255,57","25.556,81",1
ICFFUT,2024-09-19,12:11:00,"254,91","254,91","254,91","254,91","25.491,11",1
ICFFUT,2024-09-19,14:43:00,"255,77","255,77","255,77","255,77","25.577,34",1
ICFFUT,2024-09-19,13:15:00,"255,40","255,40","255,40","255,40","970.534,65",38
ICFFUT,2024-09-19,10:58:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-19,16:02:00,"253,93","256,23","253,93","256,06","792.601,93",31
ICFFUT,2024-09-19,14:52:00,"255,08","255,08","255,08","255,08","25.507,54",1
ICFFUT,2024-09-19,14:49:00,"255,24","255,24","255,24","255,24","51.047,92",2
ICFFUT,2024-09-19,14:46:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-19,14:09:00,"255,32","255,32","255,32","255,32","25.532,17",1
ICFFUT,2024-09-19,13:57:00,"255,32","255,32","255,32","255,32","25.532,17",1
ICFFUT,2024-09-19,13:56:00,"255,53","255,53","255,53","255,53","51.105,41",2
ICFFUT,2024-09-19,13:50:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-19,13:49:00,"255,28","255,28","255,28","255,28","25.528,07",1
ICFFUT,2024-09-19,13:48:00,"255,36","255,36","255,36","255,36","51.072,56",2
ICFFUT,2024-09-19,13:40:00,"255,03","255,03","254,99","254,99","76.502,08",3
ICFFUT,2024-09-19,13:29:00,"255,03","255,03","255,03","255,03","25.503,43",1
ICFFUT,2024-09-19,13:28:00,"255,12","255,12","255,12","255,12","25.511,64",1
ICFFUT,2024-09-19,13:25:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-19,12:49:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-19,10:55:00,"255,24","255,24","255,24","255,24","25.523,96",1
ICFFUT,2024-09-19,12:35:00,"255,44","255,44","255,44","255,44","25.544,49",1
ICFFUT,2024-09-19,10:33:00,"254,79","254,79","254,79","254,79","25.478,79",1
ICFFUT,2024-09-19,09:35:00,"254,50","254,50","254,50","254,50","25.450,05",1
ICFFUT,2024-09-19,09:28:00,"254,17","254,17","254,17","254,17","25.417,20",1
ICFFUT,2024-09-19,09:24:00,"254,13","254,13","254,13","254,13","50.826,19",2
ICFFUT,2024-09-19,09:23:00,"254,13","254,13","254,13","254,13","76.239,28",3
ICFFUT,2024-09-19,09:22:00,"253,76","253,76","253,76","253,76","25.376,14",1
ICFFUT,2024-09-19,09:21:00,"253,80","253,80","253,80","253,80","25.380,24",1
ICFFUT,2024-09-19,09:15:00,"254,17","254,21","254,17","254,21","50.838,51",2
ICFFUT,2024-09-19,09:42:00,"254,17","254,17","254,17","254,17","25.417,20",1
ICFFUT,2024-09-19,09:12:00,"254,17","254,17","254,17","254,17","25.417,20",1
ICFFUT,2024-09-19,09:09:00,"253,76","253,76","253,76","253,76","25.376,14",1
ICFFUT,2024-09-19,09:08:00,"253,76","253,76","253,52","253,52","279.006,13",11
ICFFUT,2024-09-19,09:07:00,"254,42","254,42","253,76","253,76","101.701,65",4
ICFFUT,2024-09-19,09:05:00,"254,13","254,13","254,13","254,13","50.826,19",2
ICFFUT,2024-09-19,09:04:00,"253,76","254,17","253,68","253,68","101.529,19",4
ICFFUT,2024-09-19,09:03:00,"253,56","253,56","253,56","253,56","25.355,61",1
ICFFUT,2024-09-19,10:38:00,"254,87","254,87","254,87","254,87","25.487,01",1
ICFFUT,2024-09-19,09:10:00,"253,76","253,76","253,72","253,76","101.500,45",4
ICFFUT,2024-09-19,09:01:00,"253,76","253,93","253,76","253,93","76.144,84",3
ICFFUT,2024-09-19,09:02:00,"253,76","253,76","253,60","253,60","126.864,27",5
ICFFUT,2024-09-19,09:50:00,"254,58","254,58","254,58","254,58","25.458,26",1
ICFFUT,2024-09-19,09:49:00,"254,17","254,17","254,17","254,17","25.417,20",1
ICFFUT,2024-09-19,10:23:00,"254,99","254,99","254,99","254,99","25.499,32",1
ICFFUT,2024-09-19,10:22:00,"254,75","254,79","254,75","254,79","50.953,48",2
ICFFUT,2024-09-19,10:14:00,"255,20","255,20","255,20","255,20","8.931.949,11",350
ICFFUT,2024-09-19,10:12:00,"254,87","254,87","254,87","254,87","25.487,01",1
ICFFUT,2024-09-19,10:10:00,"255,40","255,40","255,40","255,40","102.161,54",4
ICFFUT,2024-09-19,10:09:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-19,10:08:00,"255,40","255,44","255,40","255,44","102.165,65",4
ICFFUT,2024-09-19,10:29:00,"255,20","255,32","254,87","254,87","153.000,05",6
ICFFUT,2024-09-19,10:04:00,"255,40","255,40","255,40","255,40","51.080,77",2
ICFFUT,2024-09-19,10:03:00,"255,40","255,40","255,40","255,40","306.484,63",12
ICFFUT,2024-09-19,10:01:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-19,10:00:00,"255,40","256,10","255,40","256,10","153.537,96",6
ICFFUT,2024-09-19,09:59:00,"255,40","255,40","255,40","255,40","51.080,77",2
ICFFUT,2024-09-19,09:56:00,"255,12","255,61","254,21","254,21","178.577,39",7
ICFFUT,2024-09-19,10:05:00,"255,40","255,40","255,40","255,40","25.540,39",1
ICFFUT,2024-09-19,09:55:00,"254,99","254,99","254,99","254,99","25.499,32",1
ICFFUT,2024-09-20,12:21:00,"250,35","250,35","250,19","250,19","75.081,34",3
ICFFUT,2024-09-20,12:22:00,"250,27","250,27","250,27","250,27","25.027,11",1
ICFFUT,2024-09-20,12:23:00,"250,15","250,15","250,15","250,15","50.029,59",2
ICFFUT,2024-09-20,12:24:00,"250,11","250,11","250,07","250,07","125.037,02",5
ICFFUT,2024-09-20,12:25:00,"249,82","249,82","249,41","249,41","424.434,40",17
ICFFUT,2024-09-20,12:26:00,"249,45","249,45","249,41","249,41","174.610,83",7
ICFFUT,2024-09-20,12:30:00,"248,83","248,83","248,51","248,51","149.222,37",6
ICFFUT,2024-09-20,12:28:00,"248,34","248,34","248,26","248,34","223.478,37",9
ICFFUT,2024-09-20,12:29:00,"248,75","248,75","248,75","248,75","24.875,19",1
ICFFUT,2024-09-20,12:31:00,"248,42","248,75","248,42","248,75","174.035,96",7
ICFFUT,2024-09-20,12:33:00,"248,42","248,42","248,34","248,34","223.527,65",9
ICFFUT,2024-09-20,12:34:00,"248,22","248,22","247,97","247,97","1.141.039,30",46
ICFFUT,2024-09-20,12:35:00,"248,09","248,09","248,01","248,01","74.420,25",3
ICFFUT,2024-09-20,12:20:00,"250,48","250,48","250,31","250,31","125.205,38",5
ICFFUT,2024-09-20,12:27:00,"249,33","249,33","248,42","248,42","796.416,56",32
ICFFUT,2024-09-20,12:36:00,"248,09","248,09","248,01","248,01","99.213,31",4
ICFFUT,2024-09-20,11:57:00,"250,60","250,60","250,60","250,60","25.059,96",1
ICFFUT,2024-09-20,12:13:00,"250,85","250,85","250,68","250,68","75.237,38",3
ICFFUT,2024-09-20,12:37:00,"247,77","247,97","247,68","247,97","99.118,87",4
ICFFUT,2024-09-20,11:40:00,"250,89","250,93","250,89","250,93","50.181,52",2
ICFFUT,2024-09-20,11:42:00,"250,93","250,93","250,93","250,93","25.092,81",1
ICFFUT,2024-09-20,11:45:00,"250,93","250,93","250,93","250,93","25.092,81",1
ICFFUT,2024-09-20,11:46:00,"250,80","250,80","250,80","250,80","75.241,48",3
ICFFUT,2024-09-20,11:47:00,"250,72","250,72","250,56","250,56","250.653,01",10
ICFFUT,2024-09-20,11:48:00,"250,60","250,60","250,48","250,48","150.318,72",6
ICFFUT,2024-09-20,11:49:00,"250,48","250,48","250,48","250,48","300.571,74",12
ICFFUT,2024-09-20,11:50:00,"250,48","250,48","250,35","250,39","576.058,88",23
ICFFUT,2024-09-20,11:55:00,"250,48","250,48","250,48","250,48","50.095,29",2
ICFFUT,2024-09-20,12:00:00,"250,72","250,80","250,72","250,80","50.152,78",2
ICFFUT,2024-09-20,12:02:00,"251,01","251,01","251,01","251,01","25.101,03",1
ICFFUT,2024-09-20,12:03:00,"250,85","250,93","250,80","250,80","75.257,91",3
ICFFUT,2024-09-20,12:04:00,"250,80","250,80","250,72","250,72","75.233,27",3
ICFFUT,2024-09-20,12:10:00,"250,85","250,85","250,85","250,85","25.084,60",1
ICFFUT,2024-09-20,12:15:00,"250,68","250,68","250,56","250,56","50.124,03",2
ICFFUT,2024-09-20,12:38:00,"247,77","247,77","247,77","247,77","24.776,64",1
ICFFUT,2024-09-20,13:31:00,"249,37","249,37","249,37","249,37","24.936,78",1
ICFFUT,2024-09-20,12:40:00,"247,77","247,77","247,77","247,77","99.106,55",4
ICFFUT,2024-09-20,13:51:00,"249,45","249,45","249,45","249,45","24.944,99",1
ICFFUT,2024-09-20,14:03:00,"249,49","249,49","249,49","249,49","24.949,10",1
ICFFUT,2024-09-20,14:07:00,"249,33","249,33","249,33","249,33","24.932,67",1
ICFFUT,2024-09-20,14:15:00,"249,41","249,41","249,41","249,41","24.940,88",1
ICFFUT,2024-09-20,14:16:00,"249,41","249,49","249,41","249,49","49.889,98",2
ICFFUT,2024-09-20,14:21:00,"249,24","249,24","249,20","249,20","49.844,81",2
ICFFUT,2024-09-20,14:23:00,"249,53","249,61","249,53","249,61","599.008,27",24
ICFFUT,2024-09-20,14:24:00,"249,66","249,66","249,66","249,66","324.551,78",13
ICFFUT,2024-09-20,14:28:00,"249,66","249,66","249,66","249,66","24.965,52",1
ICFFUT,2024-09-20,14:34:00,"250,02","250,44","250,02","250,39","150.146,26",6
ICFFUT,2024-09-20,14:40:00,"250,07","250,07","250,07","250,07","25.006,58",1
ICFFUT,2024-09-20,14:43:00,"250,39","250,39","250,39","250,39","50.078,87",2
ICFFUT,2024-09-20,14:44:00,"250,39","250,39","250,39","250,39","25.039,43",1
ICFFUT,2024-09-20,14:47:00,"250,39","250,39","250,39","250,39","25.039,43",1
ICFFUT,2024-09-20,15:53:00,"250,48","250,48","250,07","250,31","350.215,35",14
ICFFUT,2024-09-20,13:47:00,"249,90","249,90","249,90","249,90","24.990,16",1
ICFFUT,2024-09-20,12:39:00,"247,77","247,77","247,52","247,52","198.073,49",8
ICFFUT,2024-09-20,13:34:00,"249,24","249,24","249,24","249,24","24.924,46",1
ICFFUT,2024-09-20,11:39:00,"250,93","250,93","250,89","250,89","75.270,23",3
ICFFUT,2024-09-20,12:46:00,"248,83","248,83","248,83","248,83","49.766,80",2
ICFFUT,2024-09-20,12:47:00,"249,16","249,57","249,16","249,57","249.261,02",10
ICFFUT,2024-09-20,12:51:00,"249,45","249,45","249,45","249,45","24.944,99",1
ICFFUT,2024-09-20,12:53:00,"249,45","249,49","249,45","249,49","49.894,09",2
ICFFUT,2024-09-20,12:59:00,"249,20","249,20","249,20","249,20","24.920,35",1
ICFFUT,2024-09-20,13:07:00,"249,57","249,66","249,57","249,66","74.888,35",3
ICFFUT,2024-09-20,13:09:00,"249,74","249,74","249,57","249,57","49.931,04",2
ICFFUT,2024-09-20,13:13:00,"249,57","249,57","249,49","249,49","149.719,22",6
ICFFUT,2024-09-20,13:14:00,"249,33","249,33","249,33","249,33","24.932,67",1
ICFFUT,2024-09-20,13:16:00,"249,45","249,45","249,45","249,45","199.559,92",8
ICFFUT,2024-09-20,13:23:00,"249,66","249,66","249,66","249,66","49.931,04",2
ICFFUT,2024-09-20,13:24:00,"249,49","249,49","249,49","249,49","24.949,10",1
ICFFUT,2024-09-20,13:27:00,"249,74","249,74","249,74","249,74","24.973,73",1
ICFFUT,2024-09-20,13:29:00,"249,74","249,74","249,66","249,66","74.908,88",3
ICFFUT,2024-09-20,13:30:00,"249,45","249,45","249,45","249,45","124.724,95",5
ICFFUT,2024-09-20,13:32:00,"249,24","249,24","249,24","249,24","24.924,46",1
ICFFUT,2024-09-20,11:37:00,"251,17","251,30","250,93","250,93","150.717,02",6
