asset,date,open,max,min,close,volume_usd,quantity
SJCFUT,2025-06-13 10:43:00,"25,06","25,08","25,06","25,08","349.666,70",31
SJCFUT,2025-06-13 10:42:00,"25,03","25,06","25,03","25,04","518.481,77",46
SJCFUT,2025-06-13 10:40:00,"25,05","25,07","25,04","25,06","2.931.785,99",260
SJCFUT,2025-06-13 10:39:00,"25,00","25,03","25,00","25,03","349.103,61",31
SJCFUT,2025-06-13 10:37:00,"24,96","24,96","24,96","24,96","11.232,84",1
SJCFUT,2025-06-13 10:34:00,"24,92","24,92","24,92","24,92","336.407,71",30
SJCFUT,2025-06-13 10:32:00,"25,00","25,03","25,00","25,03","191.348,13",17
SJCFUT,2025-06-13 10:31:00,"25,09","25,09","25,09","25,09","67.743,56",6
SJCFUT,2025-06-13 10:30:00,"24,74","25,03","24,74","25,03","279.593,79",25
SJCFUT,2025-06-13 09:14:00,"24,65","24,65","24,65","24,65","44.373,09",4
SJCFUT,2025-06-13 09:08:00,"24,65","24,65","24,65","24,65","55.466,36",5
SJCFUT,2025-06-12 15:15:00,"24,59","24,59","24,59","24,59","44.257,59",4
SJCFUT,2025-06-12 15:12:00,"24,58","24,58","24,58","24,58","44.238,34",4
SJCFUT,2025-06-12 15:08:00,"24,59","24,59","24,59","24,59","1.659.659,51",150
SJCFUT,2025-06-12 15:03:00,"24,59","24,59","24,59","24,59","11.064,40",1
SJCFUT,2025-06-12 14:59:00,"24,60","24,60","24,60","24,60","44.276,84",4
SJCFUT,2025-06-12 14:41:00,"24,61","24,61","24,61","24,61","265.776,53",24
SJCFUT,2025-06-12 14:15:00,"24,56","24,56","24,56","24,56","110.499,59",10
SJCFUT,2025-06-12 14:04:00,"24,56","24,56","24,56","24,56","55.249,79",5
SJCFUT,2025-06-12 14:03:00,"24,56","24,56","24,56","24,56","110.499,59",10
SJCFUT,2025-06-12 13:47:00,"24,51","24,51","24,51","24,51","11.030,71",1
SJCFUT,2025-06-12 13:43:00,"24,52","24,52","24,52","24,52","1.655.328,08",150
SJCFUT,2025-06-12 13:41:00,"24,52","24,52","24,52","24,52","11.035,52",1
SJCFUT,2025-06-12 13:27:00,"24,52","24,52","24,52","24,52","11.035,52",1
SJCFUT,2025-06-12 13:25:00,"24,53","24,53","24,53","24,53","44.161,33",4
SJCFUT,2025-06-12 13:23:00,"24,57","24,57","24,57","24,57","44.219,09",4
SJCFUT,2025-06-12 13:20:00,"24,62","24,62","24,60","24,60","398.539,67",36
SJCFUT,2025-06-12 13:19:00,"24,64","24,64","24,63","24,63","133.056,71",12
SJCFUT,2025-06-12 13:18:00,"24,68","24,68","24,68","24,68","111.077,11",10
SJCFUT,2025-06-12 13:17:00,"24,66","24,66","24,66","24,66","11.098,09",1
SJCFUT,2025-06-12 13:14:00,"24,68","24,68","24,68","24,68","410.985,31",37
SJCFUT,2025-06-12 13:11:00,"24,68","24,68","24,68","24,68","155.507,95",14
SJCFUT,2025-06-12 13:09:00,"24,68","24,68","24,68","24,68","3.843.268,01",346
SJCFUT,2025-06-12 13:08:00,"24,68","24,68","24,68","24,68","66.646,27",6
SJCFUT,2025-06-12 13:07:00,"24,68","24,68","24,68","24,68","44.430,84",4
SJCFUT,2025-06-12 13:06:00,"24,68","24,68","24,68","24,68","955.263,15",86
SJCFUT,2025-06-12 13:05:00,"24,68","24,68","24,68","24,68","244.369,64",22
SJCFUT,2025-06-12 13:03:00,"24,69","24,71","24,69","24,71","111.149,30",10
SJCFUT,2025-06-12 13:00:00,"24,68","24,68","24,68","24,68","99.969,40",9
SJCFUT,2025-06-12 12:55:00,"24,71","24,71","24,71","24,71","22.234,67",2
SJCFUT,2025-06-12 12:45:00,"24,65","24,65","24,65","24,65","22.186,55",2
SJCFUT,2025-06-12 12:39:00,"24,67","24,67","24,67","24,67","22.205,80",2
SJCFUT,2025-06-12 12:35:00,"24,65","24,65","24,65","24,65","11.093,27",1
SJCFUT,2025-06-12 12:02:00,"24,75","24,75","24,75","24,75","44.546,35",4
SJCFUT,2025-06-12 11:01:00,"24,87","24,87","24,87","24,87","55.947,63",5
SJCFUT,2025-06-12 10:35:00,"24,83","24,83","24,83","24,83","44.700,36",4
SJCFUT,2025-06-12 10:34:00,"24,82","24,82","24,82","24,82","55.851,38",5
SJCFUT,2025-06-12 10:32:00,"24,83","24,83","24,83","24,83","111.750,89",10
SJCFUT,2025-06-12 09:42:00,"24,84","24,84","24,84","24,84","55.899,51",5
SJCFUT,2025-06-12 09:16:00,"24,77","24,77","24,77","24,77","44.584,85",4
SJCFUT,2025-06-12 09:15:00,"24,77","24,77","24,77","24,77","44.584,85",4
SJCFUT,2025-06-11 15:18:00,"24,75","24,76","24,75","24,76","111.389,94",10
SJCFUT,2025-06-11 15:16:00,"24,77","24,77","24,76","24,76","44.570,41",4
SJCFUT,2025-06-11 15:13:00,"24,77","24,77","24,77","24,77","55.731,06",5
SJCFUT,2025-06-11 15:11:00,"24,77","24,77","24,77","24,77","33.438,64",3
SJCFUT,2025-06-11 15:00:00,"24,79","24,79","24,79","24,79","44.623,35",4
SJCFUT,2025-06-11 14:52:00,"24,83","24,83","24,83","24,83","33.525,27",3
SJCFUT,2025-06-11 14:41:00,"24,79","24,79","24,79","24,79","11.155,84",1
SJCFUT,2025-06-11 14:40:00,"24,79","24,81","24,79","24,81","133.879,68",12
SJCFUT,2025-06-11 14:38:00,"24,80","24,80","24,80","24,80","89.285,21",8
SJCFUT,2025-06-11 14:27:00,"24,82","24,82","24,82","24,82","33.510,83",3
SJCFUT,2025-06-11 14:24:00,"24,83","24,83","24,83","24,83","335.252,66",30
SJCFUT,2025-06-11 14:23:00,"24,83","24,83","24,83","24,83","11.175,09",1
SJCFUT,2025-06-11 13:56:00,"24,87","24,87","24,87","24,87","67.137,16",6
SJCFUT,2025-06-11 13:36:00,"24,87","24,87","24,87","24,87","33.568,58",3
SJCFUT,2025-06-11 13:28:00,"24,87","24,87","24,87","24,87","11.189,53",1
SJCFUT,2025-06-11 12:02:00,"24,81","24,81","24,80","24,80","145.141,40",13
SJCFUT,2025-06-11 11:33:00,"24,87","24,87","24,87","24,87","11.189,53",1
SJCFUT,2025-06-11 11:31:00,"24,85","24,85","24,85","24,85","22.369,43",2
SJCFUT,2025-06-11 11:29:00,"24,87","24,87","24,87","24,87","111.895,27",10
SJCFUT,2025-06-11 11:23:00,"24,89","24,89","24,89","24,89","11.199,15",1
SJCFUT,2025-06-11 11:20:00,"24,92","24,92","24,92","24,92","22.427,18",2
SJCFUT,2025-06-11 10:48:00,"24,87","24,87","24,87","24,87","111.895,27",10
SJCFUT,2025-06-11 10:43:00,"24,85","24,85","24,85","24,85","11.184,71",1
SJCFUT,2025-06-11 10:40:00,"24,88","24,88","24,88","24,88","167.915,09",15
SJCFUT,2025-06-11 10:35:00,"24,88","24,88","24,87","24,87","22.383,87",2
SJCFUT,2025-06-11 09:43:00,"25,00","25,00","25,00","25,00","112.520,92",10
SJCFUT,2025-06-11 09:32:00,"25,04","25,04","25,04","25,04","11.266,53",1
SJCFUT,2025-06-11 09:28:00,"25,03","25,03","25,03","25,03","112.617,17",10
SJCFUT,2025-06-11 09:23:00,"25,03","25,03","25,03","25,03","45.046,87",4
SJCFUT,2025-06-11 09:04:00,"25,03","25,03","25,03","25,03","45.046,87",4
SJCFUT,2025-06-10 14:28:00,"24,92","24,92","24,92","24,92","44.854,36",4
SJCFUT,2025-06-10 14:13:00,"24,92","24,92","24,92","24,92","44.854,36",4
SJCFUT,2025-06-10 13:09:00,"24,91","24,91","24,91","24,91","11.208,78",1
SJCFUT,2025-06-10 13:02:00,"24,92","24,92","24,92","24,92","11.213,59",1
SJCFUT,2025-06-10 12:27:00,"25,00","25,00","25,00","25,00","11.252,09",1
SJCFUT,2025-06-10 12:20:00,"24,99","24,99","24,99","24,99","22.494,56",2
SJCFUT,2025-06-10 12:12:00,"24,99","24,99","24,99","24,99","56.236,40",5
SJCFUT,2025-06-10 11:31:00,"25,06","25,06","25,06","25,06","22.552,31",2
SJCFUT,2025-06-10 11:22:00,"25,00","25,00","25,00","25,00","45.008,37",4
SJCFUT,2025-06-10 11:18:00,"25,02","25,02","25,02","25,02","11.256,90",1
SJCFUT,2025-06-10 11:14:00,"25,03","25,03","25,03","25,03","112.617,17",10
SJCFUT,2025-06-10 11:12:00,"25,03","25,03","25,03","25,03","11.261,72",1
SJCFUT,2025-06-10 11:07:00,"25,03","25,03","25,03","25,03","112.617,17",10
SJCFUT,2025-06-10 11:01:00,"25,00","25,00","25,00","25,00","11.252,09",1
SJCFUT,2025-06-10 11:00:00,"25,02","25,02","25,02","25,02","11.256,90",1
SJCFUT,2025-06-10 10:58:00,"25,00","25,00","25,00","25,00","67.512,55",6
SJCFUT,2025-06-10 10:52:00,"24,97","24,97","24,97","24,97","11.237,65",1
SJCFUT,2025-06-10 10:43:00,"24,97","24,97","24,97","24,97","1.056.339,47",94
SJCFUT,2025-06-10 10:40:00,"24,97","24,97","24,97","24,97","1.247.379,58",111
SJCFUT,2025-06-10 10:30:00,"24,97","24,97","24,97","24,97","11.237,65",1
SJCFUT,2025-06-10 09:27:00,"24,97","24,97","24,97","24,97","33.712,96",3
SJCFUT,2025-06-09 15:11:00,"24,92","24,92","24,92","24,92","44.854,36",4
SJCFUT,2025-06-09 15:04:00,"24,89","24,89","24,89","24,89","55.995,76",5
SJCFUT,2025-06-09 15:00:00,"24,92","24,92","24,92","24,92","964.368,77",86
SJCFUT,2025-06-09 14:59:00,"24,92","24,92","24,92","24,92","269.126,17",24
SJCFUT,2025-06-09 14:44:00,"24,96","24,96","24,96","24,96","67.397,05",6
SJCFUT,2025-06-09 14:43:00,"24,95","24,95","24,95","24,95","11.228,03",1
SJCFUT,2025-06-09 14:40:00,"24,94","24,94","24,94","24,94","11.223,22",1
SJCFUT,2025-06-09 13:59:00,"24,89","24,89","24,89","24,89","44.796,61",4
SJCFUT,2025-06-09 13:37:00,"24,89","24,89","24,89","24,89","11.199,15",1
SJCFUT,2025-06-09 12:26:00,"24,92","24,92","24,92","24,92","11.213,59",1
SJCFUT,2025-06-09 12:19:00,"24,94","24,94","24,94","24,94","11.223,22",1
SJCFUT,2025-06-09 11:54:00,"24,90","24,90","24,90","24,90","89.631,72",8
SJCFUT,2025-06-09 11:51:00,"24,87","24,87","24,87","24,87","11.189,53",1
SJCFUT,2025-06-09 11:49:00,"24,90","24,90","24,90","24,90","89.631,72",8
SJCFUT,2025-06-09 11:48:00,"24,87","24,87","24,87","24,87","11.189,53",1
SJCFUT,2025-06-09 11:35:00,"24,89","24,89","24,89","24,89","111.991,52",10
SJCFUT,2025-06-09 11:17:00,"24,96","24,96","24,96","24,96","33.698,52",3
SJCFUT,2025-06-09 11:14:00,"24,96","24,96","24,96","24,96","22.465,68",2
SJCFUT,2025-06-09 11:11:00,"24,97","24,97","24,97","24,97","22.475,31",2
SJCFUT,2025-06-09 11:09:00,"24,99","24,99","24,99","24,99","112.472,79",10
SJCFUT,2025-06-09 11:06:00,"24,98","24,98","24,98","24,98","11.242,47",1
SJCFUT,2025-06-09 10:52:00,"24,96","24,96","24,96","24,96","67.397,05",6
SJCFUT,2025-06-09 10:41:00,"24,95","24,95","24,95","24,95","11.228,03",1
SJCFUT,2025-06-09 10:40:00,"24,94","24,94","24,94","24,94","44.892,86",4
SJCFUT,2025-06-09 10:30:00,"24,92","24,92","24,92","24,92","11.213,59",1
SJCFUT,2025-06-09 09:23:00,"24,96","24,96","24,96","24,96","22.465,68",2
SJCFUT,2025-06-06 15:15:00,"24,92","24,92","24,92","24,92","112.135,90",10
SJCFUT,2025-06-06 15:09:00,"24,95","24,95","24,95","24,95","134.736,34",12
SJCFUT,2025-06-06 15:06:00,"24,92","24,92","24,92","24,92","22.427,18",2
SJCFUT,2025-06-06 14:35:00,"24,95","24,95","24,95","24,95","11.228,03",1
SJCFUT,2025-06-06 14:04:00,"24,95","24,95","24,95","24,95","67.368,17",6
SJCFUT,2025-06-06 13:52:00,"24,95","24,95","24,95","24,95","56.140,14",5
SJCFUT,2025-06-06 13:38:00,"24,97","24,97","24,97","24,97","44.950,62",4
SJCFUT,2025-06-06 13:34:00,"24,97","24,97","24,97","24,97","292.179,00",26
SJCFUT,2025-06-06 13:19:00,"24,94","24,94","24,94","24,94","44.892,86",4
SJCFUT,2025-06-06 12:58:00,"24,93","24,93","24,93","24,93","33.655,21",3
SJCFUT,2025-06-06 12:48:00,"24,96","24,96","24,96","24,96","11.232,84",1
SJCFUT,2025-06-06 12:46:00,"24,95","24,95","24,95","24,95","22.456,06",2
SJCFUT,2025-06-06 12:41:00,"24,92","24,92","24,92","24,92","22.427,18",2
SJCFUT,2025-06-06 12:40:00,"24,92","24,92","24,92","24,92","22.427,18",2
SJCFUT,2025-06-06 12:35:00,"24,92","24,92","24,92","24,92","336.407,71",30
SJCFUT,2025-06-06 12:26:00,"24,93","24,93","24,93","24,93","22.436,81",2
SJCFUT,2025-06-06 12:25:00,"24,92","24,92","24,92","24,92","22.427,18",2
SJCFUT,2025-06-06 12:24:00,"24,91","24,91","24,91","24,91","11.208,78",1
SJCFUT,2025-06-06 12:16:00,"24,92","24,92","24,92","24,92","560.679,52",50
SJCFUT,2025-06-06 12:14:00,"24,92","24,92","24,92","24,92","684.029,01",61
SJCFUT,2025-06-06 12:06:00,"24,88","24,88","24,88","24,88","22.388,68",2
SJCFUT,2025-06-06 11:38:00,"24,85","24,85","24,85","24,85","11.184,71",1
SJCFUT,2025-06-06 10:45:00,"24,83","24,83","24,83","24,83","22.350,18",2
SJCFUT,2025-06-06 10:42:00,"24,79","24,79","24,79","24,79","22.311,68",2
SJCFUT,2025-06-06 10:41:00,"24,79","24,79","24,79","24,79","22.311,68",2
SJCFUT,2025-06-06 10:39:00,"24,81","24,81","24,81","24,81","22.330,93",2
SJCFUT,2025-06-06 10:30:00,"24,77","24,77","24,77","24,77","55.731,06",5
SJCFUT,2025-06-06 09:38:00,"24,73","24,73","24,73","24,73","11.126,96",1
SJCFUT,2025-06-06 09:17:00,"24,73","24,73","24,73","24,73","22.253,92",2
SJCFUT,2025-06-05 15:18:00,"24,77","24,77","24,77","24,77","22.292,43",2
SJCFUT,2025-06-05 15:16:00,"24,77","24,77","24,77","24,77","557.310,63",50
SJCFUT,2025-06-05 15:15:00,"24,77","24,77","24,77","24,77","11.146,21",1
SJCFUT,2025-06-05 15:14:00,"24,79","24,79","24,79","24,79","44.623,35",4
SJCFUT,2025-06-05 15:06:00,"24,83","24,83","24,83","24,83","33.525,27",3
SJCFUT,2025-06-05 14:54:00,"24,83","24,83","24,83","24,83","1.117.508,88",100
SJCFUT,2025-06-05 14:14:00,"24,87","24,87","24,85","24,85","33.558,96",3
SJCFUT,2025-06-05 14:11:00,"24,87","24,87","24,87","24,87","335.685,81",30
SJCFUT,2025-06-05 13:57:00,"24,79","24,79","24,79","24,79","11.155,84",1
SJCFUT,2025-06-05 13:51:00,"24,81","24,81","24,81","24,81","334.963,90",30
SJCFUT,2025-06-05 13:25:00,"24,90","24,90","24,90","24,90","504.178,42",45
SJCFUT,2025-06-05 13:20:00,"24,88","24,89","24,88","24,89","22.393,49",2
SJCFUT,2025-06-05 13:17:00,"24,85","24,85","24,85","24,85","11.184,71",1
SJCFUT,2025-06-05 13:16:00,"24,84","24,85","24,84","24,85","67.103,47",6
SJCFUT,2025-06-05 13:15:00,"24,84","24,84","24,84","24,84","11.179,90",1
SJCFUT,2025-06-05 13:14:00,"24,84","24,84","24,84","24,84","44.719,61",4
SJCFUT,2025-06-05 13:11:00,"24,82","24,82","24,82","24,82","111.702,76",10
SJCFUT,2025-06-05 13:10:00,"24,82","24,82","24,82","24,82","55.851,38",5
SJCFUT,2025-06-05 13:07:00,"24,80","24,80","24,80","24,80","55.803,25",5
SJCFUT,2025-06-05 13:05:00,"24,80","24,81","24,80","24,81","33.486,76",3
SJCFUT,2025-06-05 13:03:00,"24,79","24,79","24,79","24,79","22.311,68",2
SJCFUT,2025-06-05 13:02:00,"24,77","24,78","24,77","24,78","22.297,24",2
SJCFUT,2025-06-05 12:55:00,"24,71","24,71","24,71","24,71","111.173,36",10
SJCFUT,2025-06-05 12:54:00,"24,71","24,71","24,71","24,71","111.173,36",10
SJCFUT,2025-06-05 12:46:00,"24,69","24,69","24,69","24,69","88.900,19",8
SJCFUT,2025-06-05 12:29:00,"24,73","24,73","24,73","24,73","11.126,96",1
SJCFUT,2025-06-05 12:26:00,"24,69","24,69","24,69","24,69","22.225,05",2
SJCFUT,2025-06-05 12:14:00,"24,73","24,73","24,73","24,73","11.126,96",1
SJCFUT,2025-06-05 11:52:00,"24,73","24,73","24,73","24,73","44.507,85",4
SJCFUT,2025-06-05 11:47:00,"24,76","24,76","24,76","24,76","11.141,40",1
SJCFUT,2025-06-05 11:46:00,"24,73","24,74","24,73","24,74","77.912,80",7
SJCFUT,2025-06-05 11:43:00,"24,73","24,73","24,73","24,73","22.253,92",2
SJCFUT,2025-06-05 11:29:00,"24,63","24,63","24,63","24,63","22.167,30",2
SJCFUT,2025-06-05 11:26:00,"24,65","24,65","24,65","24,65","11.093,27",1
SJCFUT,2025-06-05 11:25:00,"24,65","24,65","24,65","24,65","11.093,27",1
SJCFUT,2025-06-05 11:05:00,"24,56","24,56","24,56","24,56","22.099,92",2
SJCFUT,2025-06-05 11:00:00,"24,53","24,53","24,53","24,53","44.161,33",4
SJCFUT,2025-06-05 10:46:00,"24,54","24,54","24,54","24,54","33.135,44",3
SJCFUT,2025-06-05 10:37:00,"24,67","24,67","24,67","24,67","11.102,90",1
SJCFUT,2025-06-05 10:35:00,"24,65","24,65","24,65","24,65","22.186,55",2
SJCFUT,2025-06-05 10:31:00,"24,63","24,63","24,63","24,63","22.167,30",2
SJCFUT,2025-06-05 10:30:00,"24,60","24,64","24,60","24,63","299.234,42",27
SJCFUT,2025-06-05 10:25:00,"24,54","24,54","24,54","24,54","11.045,15",1
SJCFUT,2025-06-05 09:40:00,"24,56","24,56","24,54","24,54","77.344,90",7
SJCFUT,2025-06-05 09:22:00,"24,56","24,56","24,56","24,56","11.049,96",1
SJCFUT,2025-06-05 09:12:00,"24,54","24,54","24,54","24,54","55.225,73",5
SJCFUT,2025-06-05 09:08:00,"24,56","24,56","24,54","24,54","44.190,21",4
SJCFUT,2025-06-04 15:08:00,"24,61","24,61","24,61","24,61","11.074,02",1
SJCFUT,2025-06-04 15:06:00,"24,62","24,62","24,62","24,62","11.078,83",1
SJCFUT,2025-06-04 14:57:00,"24,64","24,64","24,64","24,64","11.088,46",1
SJCFUT,2025-06-04 13:50:00,"24,75","24,75","24,75","24,75","11.136,59",1
SJCFUT,2025-06-04 13:42:00,"24,75","24,75","24,75","24,75","11.136,59",1
SJCFUT,2025-06-04 13:37:00,"24,75","24,75","24,75","24,75","11.136,59",1
SJCFUT,2025-06-04 13:16:00,"24,74","24,74","24,74","24,74","11.131,77",1
SJCFUT,2025-06-04 12:28:00,"24,64","24,64","24,64","24,64","55.442,30",5
SJCFUT,2025-06-04 12:23:00,"24,66","24,66","24,66","24,66","44.392,34",4
SJCFUT,2025-06-04 11:46:00,"24,74","24,74","24,73","24,73","144.689,01",13
SJCFUT,2025-06-04 11:42:00,"24,76","24,76","24,76","24,76","22.282,80",2
SJCFUT,2025-06-04 11:34:00,"24,80","24,80","24,80","24,80","11.160,65",1
SJCFUT,2025-06-04 11:32:00,"24,79","24,79","24,79","24,79","44.623,35",4
SJCFUT,2025-06-04 11:28:00,"24,80","24,80","24,80","24,80","111.606,51",10
SJCFUT,2025-06-04 11:24:00,"24,81","24,81","24,81","24,81","167.481,95",15
SJCFUT,2025-06-04 11:21:00,"24,81","24,81","24,81","24,81","6.029.350,24",540
SJCFUT,2025-06-04 11:18:00,"24,79","24,79","24,79","24,79","22.311,68",2
SJCFUT,2025-06-04 11:10:00,"24,79","24,79","24,79","24,79","111.558,38",10
SJCFUT,2025-06-04 11:01:00,"24,75","24,75","24,75","24,75","55.682,94",5
SJCFUT,2025-06-04 10:57:00,"24,77","24,77","24,77","24,77","11.146,21",1
SJCFUT,2025-06-04 10:55:00,"24,76","24,76","24,76","24,76","22.282,80",2
SJCFUT,2025-06-04 10:54:00,"24,73","24,73","24,73","24,73","22.253,92",2
SJCFUT,2025-06-04 10:53:00,"24,73","24,73","24,73","24,73","22.253,92",2
SJCFUT,2025-06-04 10:52:00,"24,71","24,71","24,71","24,71","111.173,36",10
SJCFUT,2025-06-04 10:42:00,"24,74","24,76","24,74","24,76","22.273,17",2
SJCFUT,2025-06-04 10:40:00,"24,73","24,73","24,73","24,73","44.507,85",4
SJCFUT,2025-06-04 10:36:00,"24,69","24,69","24,69","24,69","44.450,09",4
SJCFUT,2025-06-04 10:32:00,"24,71","24,71","24,71","24,71","200.112,06",18
SJCFUT,2025-06-04 10:31:00,"24,66","24,66","24,66","24,66","44.392,34",4
SJCFUT,2025-06-04 10:30:00,"24,69","24,71","24,69","24,71","422.444,35",38
SJCFUT,2025-06-04 09:44:00,"24,68","24,68","24,68","24,68","22.215,42",2
SJCFUT,2025-06-04 09:42:00,"24,67","24,67","24,67","24,67","111.028,98",10
SJCFUT,2025-06-04 09:41:00,"24,67","24,67","24,67","24,67","111.028,98",10
SJCFUT,2025-06-04 09:04:00,"24,71","24,71","24,71","24,71","33.352,01",3
SJCFUT,2025-06-03 15:09:00,"24,54","24,54","24,54","24,54","33.135,44",3
SJCFUT,2025-06-03 15:03:00,"24,52","24,52","24,52","24,52","44.142,08",4
SJCFUT,2025-06-03 14:44:00,"24,57","24,57","24,57","24,57","44.219,09",4
SJCFUT,2025-06-03 14:18:00,"24,57","24,57","24,57","24,57","22.109,54",2
SJCFUT,2025-06-03 14:07:00,"24,52","24,52","24,52","24,52","22.071,04",2
SJCFUT,2025-06-03 13:39:00,"24,57","24,57","24,57","24,57","44.219,09",4
SJCFUT,2025-06-03 13:33:00,"24,54","24,54","24,54","24,54","55.225,73",5
SJCFUT,2025-06-03 13:31:00,"24,54","24,54","24,54","24,54","55.225,73",5
SJCFUT,2025-06-03 13:21:00,"24,54","24,54","24,54","24,54","11.045,15",1
SJCFUT,2025-06-03 12:58:00,"24,52","24,52","24,52","24,52","22.071,04",2
SJCFUT,2025-06-03 12:38:00,"24,46","24,46","24,46","24,46","22.013,29",2
SJCFUT,2025-06-03 12:30:00,"24,48","24,48","24,48","24,48","88.130,16",8
SJCFUT,2025-06-03 12:16:00,"24,54","24,54","24,54","24,54","44.180,58",4
SJCFUT,2025-06-03 12:08:00,"24,54","24,54","24,54","24,54","110.451,46",10
SJCFUT,2025-06-03 12:02:00,"24,57","24,57","24,57","24,57","11.054,77",1
SJCFUT,2025-06-03 11:59:00,"24,59","24,59","24,59","24,59","22.128,79",2
SJCFUT,2025-06-03 11:50:00,"24,60","24,60","24,60","24,60","11.069,21",1
SJCFUT,2025-06-03 11:46:00,"24,58","24,58","24,58","24,58","55.297,92",5
SJCFUT,2025-06-03 11:45:00,"24,59","24,59","24,59","24,59","99.579,57",9
SJCFUT,2025-06-03 11:41:00,"24,63","24,63","24,63","24,63","110.836,48",10
SJCFUT,2025-06-03 11:39:00,"24,60","24,60","24,60","24,60","166.038,14",15
SJCFUT,2025-06-03 11:34:00,"24,58","24,59","24,58","24,59","33.188,38",3
SJCFUT,2025-06-03 11:32:00,"24,57","24,57","24,57","24,57","22.109,54",2
SJCFUT,2025-06-03 11:18:00,"24,51","24,52","24,51","24,52","33.096,94",3
SJCFUT,2025-06-03 11:12:00,"24,48","24,48","24,48","24,48","22.032,54",2
SJCFUT,2025-06-03 11:07:00,"24,48","24,48","24,48","24,48","44.065,08",4
SJCFUT,2025-06-03 10:56:00,"24,43","24,43","24,43","24,43","43.968,82",4
SJCFUT,2025-06-03 10:52:00,"24,43","24,43","24,43","24,43","21.984,41",2
SJCFUT,2025-06-03 10:48:00,"24,48","24,48","24,48","24,48","88.130,16",8
SJCFUT,2025-06-03 10:47:00,"24,49","24,49","24,49","24,49","55.105,41",5
SJCFUT,2025-06-03 10:46:00,"24,48","24,48","24,48","24,48","110.162,70",10
SJCFUT,2025-06-03 10:33:00,"24,56","24,56","24,56","24,56","165.749,38",15
SJCFUT,2025-06-03 10:31:00,"24,51","24,52","24,51","24,52","88.250,48",8
SJCFUT,2025-06-03 10:30:00,"24,50","24,51","24,50","24,51","341.836,44",31
SJCFUT,2025-06-03 10:28:00,"24,50","24,50","24,50","24,50","11.025,90",1
SJCFUT,2025-06-03 10:25:00,"24,50","24,50","24,50","24,50","44.103,58",4
SJCFUT,2025-06-03 10:24:00,"24,50","24,50","24,50","24,50","77.181,27",7
SJCFUT,2025-06-03 10:23:00,"24,50","24,50","24,50","24,50","33.077,69",3
SJCFUT,2025-06-03 10:15:00,"24,49","24,49","24,49","24,49","330.632,47",30
SJCFUT,2025-06-03 10:11:00,"24,50","24,50","24,50","24,50","110.258,95",10
SJCFUT,2025-06-03 09:11:00,"24,52","24,52","24,52","24,52","22.071,04",2
SJCFUT,2025-06-02 15:08:00,"24,40","24,40","24,40","24,40","54.888,84",5
SJCFUT,2025-06-02 15:03:00,"24,37","24,37","24,37","24,37","10.968,14",1
SJCFUT,2025-06-02 14:39:00,"24,41","24,41","24,41","24,41","10.982,58",1
SJCFUT,2025-06-02 14:30:00,"24,38","24,41","24,38","24,41","164.700,21",15
SJCFUT,2025-06-02 13:59:00,"24,44","24,44","24,44","24,44","109.970,19",10
SJCFUT,2025-06-02 13:22:00,"24,43","24,43","24,43","24,43","21.984,41",2
SJCFUT,2025-06-02 13:06:00,"24,44","24,44","24,44","24,44","109.970,19",10
SJCFUT,2025-06-02 12:54:00,"24,44","24,44","24,44","24,44","10.997,02",1
SJCFUT,2025-06-02 12:52:00,"24,45","24,45","24,45","24,45","66.010,99",6
SJCFUT,2025-06-02 12:49:00,"24,46","24,46","24,46","24,46","33.019,93",3
SJCFUT,2025-06-02 12:24:00,"24,36","24,36","24,36","24,36","21.926,66",2
SJCFUT,2025-06-02 11:57:00,"24,46","24,46","24,46","24,46","11.006,64",1
SJCFUT,2025-06-02 11:54:00,"24,48","24,48","24,48","24,48","11.016,27",1
SJCFUT,2025-06-02 11:52:00,"24,47","24,47","24,47","24,47","11.011,46",1
SJCFUT,2025-06-02 11:46:00,"24,47","24,47","24,47","24,47","11.011,46",1
SJCFUT,2025-06-02 11:42:00,"24,45","24,45","24,45","24,45","22.003,66",2
SJCFUT,2025-06-02 11:39:00,"24,44","24,44","24,44","24,44","43.988,08",4
SJCFUT,2025-06-02 11:25:00,"24,38","24,38","24,38","24,38","10.972,96",1
SJCFUT,2025-06-02 11:23:00,"24,34","24,34","24,34","24,34","54.768,52",5
SJCFUT,2025-06-02 11:21:00,"24,38","24,38","24,36","24,36","2.051.846,41",187
SJCFUT,2025-06-02 11:20:00,"24,38","24,38","24,38","24,38","263.350,93",24
SJCFUT,2025-06-02 11:18:00,"24,41","24,41","24,41","24,41","21.965,16",2
SJCFUT,2025-06-02 11:16:00,"24,40","24,40","24,40","24,40","164.666,52",15
SJCFUT,2025-06-02 11:15:00,"24,41","24,41","24,40","24,40","109.816,18",10
SJCFUT,2025-06-02 11:14:00,"24,42","24,42","24,41","24,41","54.927,34",5
SJCFUT,2025-06-02 11:09:00,"24,45","24,45","24,45","24,45","11.001,83",1
SJCFUT,2025-06-02 11:03:00,"24,49","24,49","24,47","24,47","2.027.831,04",184
SJCFUT,2025-06-02 11:02:00,"24,51","24,51","24,49","24,49","253.494,52",23
SJCFUT,2025-06-02 11:01:00,"24,49","24,49","24,49","24,49","22.042,16",2
SJCFUT,2025-06-02 10:30:00,"24,53","24,53","24,53","24,53","22.080,67",2
SJCFUT,2025-06-02 10:16:00,"24,50","24,50","24,50","24,50","11.025,90",1
