asset,date,open,max,min,close,volume_usd,quantity
SJCFUT,2025-11-06 13:48:00,"25,98","25,98","25,98","25,98","46.766,24",4
SJCFUT,2025-11-06 13:40:00,"26,05","26,05","26,05","26,05","117.203,56",10
SJCFUT,2025-11-06 13:37:00,"26,03","26,05","26,03","26,05","140.639,47",12
SJCFUT,2025-11-06 13:32:00,"26,03","26,03","26,03","26,03","164.017,79",14
SJCFUT,2025-11-06 13:30:00,"25,97","25,97","25,97","25,97","35.060,28",3
SJCFUT,2025-11-06 13:27:00,"25,96","25,96","25,95","25,95","23.359,12",2
SJCFUT,2025-11-06 13:24:00,"25,97","25,97","25,97","25,97","11.686,76",1
SJCFUT,2025-11-06 13:23:00,"25,97","25,98","25,97","25,98","128.602,35",11
SJCFUT,2025-11-06 13:22:00,"25,97","25,97","25,97","25,97","11.686,76",1
SJCFUT,2025-11-06 13:19:00,"25,97","25,97","25,97","25,97","23.373,52",2
SJCFUT,2025-11-06 13:16:00,"26,02","26,02","26,02","26,02","11.710,76",1
SJCFUT,2025-11-06 13:13:00,"26,06","26,06","26,06","26,06","11.725,16",1
SJCFUT,2025-11-06 13:12:00,"26,06","26,06","26,06","26,06","11.725,16",1
SJCFUT,2025-11-06 13:10:00,"26,08","26,08","26,06","26,06","23.459,91",2
SJCFUT,2025-11-06 13:06:00,"26,08","26,08","26,08","26,08","11.734,75",1
SJCFUT,2025-11-06 13:05:00,"26,06","26,06","26,06","26,06","23.450,31",2
SJCFUT,2025-11-06 13:01:00,"26,07","26,07","26,07","26,07","11.729,96",1
SJCFUT,2025-11-06 12:56:00,"26,09","26,09","26,09","26,09","11.739,55",1
SJCFUT,2025-11-06 12:55:00,"26,13","26,13","26,13","26,13","11.758,75",1
SJCFUT,2025-11-06 12:54:00,"26,13","26,13","26,13","26,13","11.758,75",1
SJCFUT,2025-11-06 12:53:00,"26,11","26,11","26,11","26,11","11.749,15",1
SJCFUT,2025-11-06 12:52:00,"26,11","26,11","26,11","26,11","58.745,77",5
SJCFUT,2025-11-06 12:48:00,"26,13","26,13","26,13","26,13","235.175,04",20
SJCFUT,2025-11-06 12:45:00,"26,11","26,11","26,11","26,11","11.749,15",1
SJCFUT,2025-11-06 12:44:00,"26,13","26,13","26,13","26,13","717.283,88",61
SJCFUT,2025-11-06 12:43:00,"26,15","26,15","26,15","26,15","11.768,35",1
SJCFUT,2025-11-06 12:40:00,"26,18","26,18","26,16","26,16","58.875,35",5
SJCFUT,2025-11-06 12:38:00,"26,19","26,19","26,19","26,19","11.787,55",1
SJCFUT,2025-11-06 12:26:00,"26,19","26,19","26,19","26,19","47.150,20",4
SJCFUT,2025-11-06 12:18:00,"26,22","26,22","26,22","26,22","11.797,15",1
SJCFUT,2025-11-06 12:15:00,"26,22","26,22","26,22","26,22","283.131,55",24
SJCFUT,2025-11-06 12:14:00,"26,24","26,24","26,24","26,24","236.134,94",20
SJCFUT,2025-11-06 12:08:00,"26,24","26,24","26,24","26,24","118.067,47",10
SJCFUT,2025-11-06 12:07:00,"26,28","26,28","26,28","26,28","118.259,45",10
SJCFUT,2025-11-06 12:06:00,"26,25","26,25","26,25","26,25","118.115,47",10
SJCFUT,2025-11-06 12:04:00,"26,29","26,29","26,29","26,29","591.537,22",50
SJCFUT,2025-11-06 11:52:00,"26,30","26,30","26,30","26,30","11.835,54",1
SJCFUT,2025-11-06 11:45:00,"26,27","26,30","26,27","26,30","236.566,89",20
SJCFUT,2025-11-06 11:43:00,"26,28","26,28","26,28","26,28","11.825,94",1
SJCFUT,2025-11-06 11:41:00,"26,35","26,35","26,32","26,32","426.746,71",36
SJCFUT,2025-11-06 11:34:00,"26,38","26,38","26,38","26,38","11.869,14",1
SJCFUT,2025-11-06 11:32:00,"26,40","26,40","26,40","26,40","11.878,74",1
SJCFUT,2025-11-06 11:31:00,"26,40","26,40","26,40","26,40","59.393,70",5
SJCFUT,2025-11-06 11:01:00,"26,49","26,49","26,49","26,49","11.921,93",1
SJCFUT,2025-11-06 10:40:00,"26,40","26,40","26,40","26,40","59.393,70",5
SJCFUT,2025-11-06 10:36:00,"26,40","26,40","26,40","26,40","11.878,74",1
SJCFUT,2025-11-06 10:35:00,"26,41","26,41","26,41","26,41","35.650,62",3
SJCFUT,2025-11-06 09:59:00,"26,44","26,44","26,44","26,44","11.897,94",1
SJCFUT,2025-11-06 09:19:00,"26,41","26,41","26,41","26,41","11.883,54",1
SJCFUT,2025-11-06 09:18:00,"26,40","26,40","26,40","26,40","23.757,48",2
SJCFUT,2025-11-06 09:15:00,"26,39","26,39","26,39","26,39","23.747,88",2
SJCFUT,2025-11-06 09:08:00,"26,40","26,40","26,40","26,40","59.393,70",5
SJCFUT,2025-11-06 09:05:00,"26,45","26,45","26,45","26,45","11.902,74",1
SJCFUT,2025-11-06 09:03:00,"26,44","26,44","26,44","26,44","11.897,94",1
SJCFUT,2025-11-06 09:02:00,"26,45","26,45","26,45","26,45","357.082,10",30
SJCFUT,2025-11-05 16:10:00,"26,69","26,69","26,69","26,69","12.008,33",1
SJCFUT,2025-11-05 16:05:00,"26,71","26,72","26,71","26,72","48.086,10",4
SJCFUT,2025-11-05 16:04:00,"26,70","26,70","26,70","26,70","12.013,13",1
SJCFUT,2025-11-05 16:02:00,"26,66","26,66","26,66","26,66","11.998,73",1
SJCFUT,2025-11-05 16:01:00,"26,66","26,66","26,66","26,66","359.961,80",30
SJCFUT,2025-11-05 15:44:00,"26,61","26,61","26,61","26,61","299.368,23",25
SJCFUT,2025-11-05 15:39:00,"26,61","26,61","26,61","26,61","431.090,25",36
SJCFUT,2025-11-05 15:38:00,"26,59","26,59","26,59","26,59","23.930,26",2
SJCFUT,2025-11-05 15:31:00,"26,61","26,61","26,61","26,61","47.898,92",4
SJCFUT,2025-11-05 15:20:00,"26,61","26,61","26,61","26,61","119.747,29",10
SJCFUT,2025-11-05 15:01:00,"26,56","26,56","26,56","26,56","11.950,73",1
SJCFUT,2025-11-05 14:54:00,"26,56","26,56","26,56","26,56","119.507,32",10
SJCFUT,2025-11-05 14:50:00,"26,59","26,59","26,59","26,59","23.930,26",2
SJCFUT,2025-11-05 14:36:00,"26,63","26,63","26,63","26,63","11.984,33",1
SJCFUT,2025-11-05 14:35:00,"26,63","26,63","26,63","26,63","23.968,66",2
SJCFUT,2025-11-05 14:30:00,"26,65","26,65","26,65","26,65","11.993,93",1
SJCFUT,2025-11-05 14:26:00,"26,66","26,66","26,66","26,66","143.984,72",12
SJCFUT,2025-11-05 14:22:00,"26,64","26,64","26,64","26,64","11.989,13",1
SJCFUT,2025-11-05 14:21:00,"26,63","26,63","26,63","26,63","11.984,33",1
SJCFUT,2025-11-05 13:15:00,"26,60","26,60","26,60","26,60","11.969,93",1
SJCFUT,2025-11-05 13:12:00,"26,60","26,60","26,60","26,60","11.969,93",1
SJCFUT,2025-11-05 12:57:00,"26,60","26,60","26,60","26,60","11.969,93",1
SJCFUT,2025-11-05 12:53:00,"26,63","26,63","26,63","26,63","35.952,98",3
SJCFUT,2025-11-05 12:45:00,"26,58","26,60","26,58","26,60","23.930,26",2
SJCFUT,2025-11-05 12:42:00,"26,58","26,58","26,58","26,58","11.960,33",1
SJCFUT,2025-11-05 12:36:00,"26,59","26,59","26,56","26,56","59.811,25",5
SJCFUT,2025-11-05 12:27:00,"26,51","26,51","26,51","26,51","11.931,53",1
SJCFUT,2025-11-05 12:21:00,"26,51","26,51","26,51","26,51","11.931,53",1
SJCFUT,2025-11-05 12:02:00,"26,47","26,47","26,47","26,47","11.912,34",1
SJCFUT,2025-11-05 11:53:00,"26,51","26,53","26,51","26,53","298.384,33",25
SJCFUT,2025-11-05 11:45:00,"26,51","26,51","26,51","26,51","23.863,07",2
SJCFUT,2025-11-05 11:41:00,"26,51","26,51","26,51","26,51","11.931,53",1
SJCFUT,2025-11-05 11:30:00,"26,42","26,44","26,42","26,44","47.572,55",4
SJCFUT,2025-11-05 11:21:00,"26,46","26,47","26,46","26,47","23.819,87",2
SJCFUT,2025-11-05 11:17:00,"26,40","26,40","26,40","26,40","11.878,74",1
SJCFUT,2025-11-05 11:13:00,"26,40","26,40","26,35","26,35","71.210,04",6
SJCFUT,2025-11-05 10:12:00,"26,44","26,44","26,44","26,44","11.897,94",1
SJCFUT,2025-11-05 10:10:00,"26,47","26,47","26,47","26,47","11.912,34",1
SJCFUT,2025-11-05 10:02:00,"26,48","26,48","26,48","26,48","11.917,14",1
SJCFUT,2025-11-05 09:32:00,"26,56","26,56","26,56","26,56","23.901,46",2
SJCFUT,2025-11-05 09:29:00,"26,57","26,57","26,57","26,57","35.866,59",3
SJCFUT,2025-11-05 09:21:00,"26,55","26,55","26,55","26,55","47.783,73",4
SJCFUT,2025-11-05 09:20:00,"26,55","26,55","26,55","26,55","11.945,93",1
SJCFUT,2025-11-05 09:12:00,"26,56","26,56","26,56","26,56","11.950,73",1
SJCFUT,2025-11-05 09:10:00,"26,56","26,56","26,56","26,56","23.901,46",2
SJCFUT,2025-11-05 09:08:00,"26,57","26,57","26,53","26,53","35.847,40",3
SJCFUT,2025-11-05 09:07:00,"26,57","26,57","26,57","26,57","47.822,12",4
SJCFUT,2025-11-05 09:06:00,"26,57","26,57","26,57","26,57","47.822,12",4
SJCFUT,2025-11-05 09:05:00,"26,55","26,58","26,55","26,58","35.866,59",3
SJCFUT,2025-11-04 16:08:00,"26,37","26,37","26,37","26,37","11.864,34",1
SJCFUT,2025-11-04 16:07:00,"26,37","26,37","26,37","26,37","11.864,34",1
SJCFUT,2025-11-04 16:04:00,"26,34","26,34","26,34","26,34","237.094,84",20
SJCFUT,2025-11-04 16:03:00,"26,34","26,34","26,34","26,34","71.128,45",6
SJCFUT,2025-11-04 16:01:00,"26,34","26,34","26,34","26,34","11.854,74",1
SJCFUT,2025-11-04 15:59:00,"26,32","26,33","26,32","26,33","47.390,17",4
SJCFUT,2025-11-04 15:21:00,"26,25","26,25","26,25","26,25","118.115,47",10
SJCFUT,2025-11-04 15:05:00,"26,24","26,24","26,24","26,24","47.226,99",4
SJCFUT,2025-11-04 14:23:00,"26,28","26,28","26,28","26,28","11.825,94",1
SJCFUT,2025-11-04 14:02:00,"26,29","26,29","26,29","26,29","11.830,74",1
SJCFUT,2025-11-04 14:01:00,"26,29","26,29","26,29","26,29","177.461,17",15
SJCFUT,2025-11-04 14:00:00,"26,26","26,26","26,26","26,26","23.632,69",2
SJCFUT,2025-11-04 13:32:00,"26,23","26,23","26,23","26,23","118.019,48",10
SJCFUT,2025-11-04 13:26:00,"26,15","26,15","26,15","26,15","141.220,21",12
SJCFUT,2025-11-04 12:33:00,"26,22","26,22","26,22","26,22","11.797,15",1
SJCFUT,2025-11-04 12:31:00,"26,22","26,22","26,22","26,22","23.594,30",2
SJCFUT,2025-11-04 12:30:00,"26,22","26,22","26,22","26,22","11.797,15",1
SJCFUT,2025-11-04 12:27:00,"26,22","26,22","26,22","26,22","11.797,15",1
SJCFUT,2025-11-04 12:18:00,"26,18","26,18","26,18","26,18","117.827,50",10
SJCFUT,2025-11-04 12:17:00,"26,18","26,18","26,17","26,17","129.605,45",11
SJCFUT,2025-11-04 12:16:00,"26,19","26,19","26,18","26,18","247.442,54",21
SJCFUT,2025-11-04 12:10:00,"26,24","26,24","26,24","26,24","11.806,75",1
SJCFUT,2025-11-04 12:07:00,"26,23","26,23","26,23","26,23","354.058,43",30
SJCFUT,2025-11-04 12:04:00,"26,22","26,22","26,22","26,22","11.797,15",1
SJCFUT,2025-11-04 12:03:00,"26,25","26,25","26,25","26,25","23.623,09",2
SJCFUT,2025-11-04 12:01:00,"26,29","26,29","26,29","26,29","23.661,49",2
SJCFUT,2025-11-04 12:00:00,"26,32","26,32","26,32","26,32","11.845,14",1
SJCFUT,2025-11-04 11:30:00,"26,29","26,29","26,29","26,29","11.830,74",1
SJCFUT,2025-11-04 10:37:00,"26,27","26,27","26,27","26,27","11.821,15",1
SJCFUT,2025-11-04 10:21:00,"26,28","26,28","26,28","26,28","11.825,94",1
SJCFUT,2025-11-04 10:20:00,"26,28","26,28","26,28","26,28","11.825,94",1
SJCFUT,2025-11-04 10:14:00,"26,27","26,27","26,25","26,25","118.125,06",10
SJCFUT,2025-11-04 10:00:00,"26,32","26,32","26,32","26,32","11.845,14",1
SJCFUT,2025-11-04 09:43:00,"26,38","26,38","26,38","26,38","11.869,14",1
SJCFUT,2025-11-04 09:39:00,"26,38","26,38","26,38","26,38","11.869,14",1
SJCFUT,2025-11-04 09:38:00,"26,40","26,40","26,40","26,40","11.878,74",1
SJCFUT,2025-11-04 09:21:00,"26,41","26,41","26,41","26,41","11.883,54",1
SJCFUT,2025-11-04 09:19:00,"26,43","26,43","26,43","26,43","11.893,14",1
SJCFUT,2025-11-04 09:12:00,"26,39","26,39","26,39","26,39","59.369,70",5
SJCFUT,2025-11-04 09:10:00,"26,39","26,39","26,39","26,39","118.739,40",10
SJCFUT,2025-11-04 09:07:00,"26,40","26,40","26,40","26,40","11.878,74",1
SJCFUT,2025-11-04 09:05:00,"26,39","26,40","26,38","26,40","142.487,28",12
SJCFUT,2025-11-04 09:03:00,"26,38","26,40","26,38","26,40","59.384,10",5
SJCFUT,2025-11-04 09:02:00,"26,39","26,39","26,39","26,39","59.369,70",5
SJCFUT,2025-11-04 09:01:00,"26,42","26,42","26,42","26,42","23.776,68",2
SJCFUT,2025-11-03 16:17:00,"26,67","26,67","26,67","26,67","12.003,53",1
SJCFUT,2025-11-03 16:16:00,"26,66","26,66","26,66","26,66","23.997,45",2
SJCFUT,2025-11-03 16:14:00,"26,66","26,66","26,66","26,66","11.998,73",1
SJCFUT,2025-11-03 16:11:00,"26,64","26,64","26,64","26,64","35.967,38",3
SJCFUT,2025-11-03 16:10:00,"26,62","26,62","26,62","26,62","11.979,53",1
SJCFUT,2025-11-03 16:07:00,"26,61","26,61","26,61","26,61","155.671,48",13
SJCFUT,2025-11-03 15:58:00,"26,67","26,67","26,67","26,67","288.084,63",24
SJCFUT,2025-11-03 15:54:00,"26,66","26,66","26,66","26,66","35.996,18",3
SJCFUT,2025-11-03 15:51:00,"26,65","26,65","26,65","26,65","11.993,93",1
SJCFUT,2025-11-03 15:16:00,"26,65","26,65","26,65","26,65","47.975,71",4
SJCFUT,2025-11-03 15:09:00,"26,65","26,65","26,65","26,65","23.987,85",2
SJCFUT,2025-11-03 15:08:00,"26,62","26,62","26,62","26,62","47.918,11",4
SJCFUT,2025-11-03 15:01:00,"26,62","26,62","26,62","26,62","119.795,29",10
SJCFUT,2025-11-03 14:54:00,"26,60","26,60","26,60","26,60","59.849,65",5
SJCFUT,2025-11-03 14:53:00,"26,60","26,60","26,60","26,60","59.849,65",5
SJCFUT,2025-11-03 14:45:00,"26,61","26,61","26,61","26,61","11.974,73",1
SJCFUT,2025-11-03 14:39:00,"26,59","26,59","26,59","26,59","59.825,65",5
SJCFUT,2025-11-03 14:37:00,"26,57","26,57","26,57","26,57","23.911,06",2
SJCFUT,2025-11-03 14:21:00,"26,57","26,57","26,57","26,57","11.955,53",1
SJCFUT,2025-11-03 14:20:00,"26,58","26,58","26,58","26,58","23.920,66",2
SJCFUT,2025-11-03 14:19:00,"26,58","26,60","26,58","26,60","47.870,12",4
SJCFUT,2025-11-03 14:18:00,"26,57","26,57","26,57","26,57","23.911,06",2
SJCFUT,2025-11-03 14:16:00,"26,56","26,56","26,56","26,56","23.901,46",2
SJCFUT,2025-11-03 14:14:00,"26,56","26,56","26,56","26,56","11.950,73",1
SJCFUT,2025-11-03 14:01:00,"26,50","26,50","26,50","26,50","11.926,73",1
SJCFUT,2025-11-03 13:56:00,"26,50","26,50","26,50","26,50","131.194,08",11
SJCFUT,2025-11-03 13:39:00,"26,45","26,46","26,45","26,46","35.713,01",3
SJCFUT,2025-11-03 13:36:00,"26,43","26,43","26,43","26,43","47.572,55",4
SJCFUT,2025-11-03 13:25:00,"26,43","26,43","26,43","26,43","47.572,55",4
SJCFUT,2025-11-03 13:16:00,"26,42","26,42","26,42","26,42","11.888,34",1
SJCFUT,2025-11-03 13:03:00,"26,40","26,40","26,40","26,40","118.787,39",10
SJCFUT,2025-11-03 12:38:00,"26,29","26,29","26,29","26,29","11.830,74",1
SJCFUT,2025-11-03 12:19:00,"26,41","26,41","26,41","26,41","11.883,54",1
SJCFUT,2025-11-03 12:04:00,"26,40","26,40","26,40","26,40","118.787,39",10
SJCFUT,2025-11-03 12:03:00,"26,39","26,39","26,39","26,39","35.621,82",3
SJCFUT,2025-11-03 11:53:00,"26,40","26,40","26,40","26,40","118.787,39",10
SJCFUT,2025-11-03 11:48:00,"26,33","26,34","26,33","26,34","260.794,72",22
SJCFUT,2025-11-03 11:37:00,"26,30","26,30","26,30","26,30","11.835,54",1
SJCFUT,2025-11-03 11:30:00,"26,30","26,30","26,30","26,30","11.835,54",1
SJCFUT,2025-11-03 11:07:00,"26,25","26,25","26,25","26,25","11.811,55",1
SJCFUT,2025-11-03 10:31:00,"26,31","26,31","26,31","26,31","35.521,03",3
SJCFUT,2025-11-03 10:12:00,"26,30","26,30","26,30","26,30","11.835,54",1
SJCFUT,2025-11-03 09:55:00,"26,31","26,31","26,31","26,31","11.840,34",1
SJCFUT,2025-11-03 09:41:00,"26,31","26,31","26,31","26,31","11.840,34",1
SJCFUT,2025-11-03 09:18:00,"26,34","26,34","26,34","26,34","23.709,48",2
SJCFUT,2025-11-03 09:17:00,"26,34","26,34","26,34","26,34","23.709,48",2
SJCFUT,2025-11-03 09:09:00,"26,32","26,32","26,32","26,32","35.535,43",3
SJCFUT,2025-11-03 09:08:00,"26,32","26,32","26,32","26,32","236.902,86",20
SJCFUT,2025-11-03 09:06:00,"26,31","26,32","26,31","26,32","248.652,01",21
SJCFUT,2025-11-03 09:03:00,"26,29","26,29","26,29","26,29","11.830,74",1
SJCFUT,2025-10-31 15:14:00,"26,21","26,24","26,21","26,22","82.594,43",7
SJCFUT,2025-10-31 15:12:00,"26,18","26,18","26,18","26,18","117.827,50",10
SJCFUT,2025-10-31 15:11:00,"26,16","26,17","26,16","26,17","153.108,55",13
SJCFUT,2025-10-31 15:05:00,"26,15","26,15","26,15","26,15","235.367,02",20
SJCFUT,2025-10-31 14:40:00,"26,13","26,13","26,13","26,13","35.276,26",3
SJCFUT,2025-10-31 14:36:00,"26,13","26,13","26,13","26,13","423.315,08",36
SJCFUT,2025-10-31 14:30:00,"26,12","26,12","26,12","26,12","11.753,95",1
SJCFUT,2025-10-31 14:27:00,"26,12","26,12","26,12","26,12","117.539,53",10
SJCFUT,2025-10-31 14:25:00,"26,13","26,13","26,13","26,13","117.587,52",10
SJCFUT,2025-10-31 14:24:00,"26,12","26,12","26,12","26,12","11.753,95",1
SJCFUT,2025-10-31 14:07:00,"26,15","26,15","26,15","26,15","129.451,86",11
SJCFUT,2025-10-31 14:04:00,"26,16","26,16","26,16","26,16","11.773,15",1
SJCFUT,2025-10-31 14:02:00,"26,14","26,14","26,14","26,14","117.635,52",10
SJCFUT,2025-10-31 14:01:00,"26,16","26,16","26,16","26,16","11.773,15",1
SJCFUT,2025-10-31 13:52:00,"26,15","26,15","26,15","26,15","35.305,05",3
SJCFUT,2025-10-31 13:51:00,"26,14","26,14","26,14","26,14","11.763,55",1
SJCFUT,2025-10-31 13:43:00,"26,13","26,13","26,13","26,13","23.517,50",2
SJCFUT,2025-10-31 13:36:00,"26,12","26,13","26,12","26,13","23.512,70",2
SJCFUT,2025-10-31 13:33:00,"26,08","26,08","26,08","26,08","11.734,75",1
SJCFUT,2025-10-31 13:28:00,"26,10","26,10","26,10","26,10","11.744,35",1
SJCFUT,2025-10-31 13:23:00,"26,12","26,12","26,12","26,12","23.507,91",2
SJCFUT,2025-10-31 13:20:00,"26,10","26,12","26,10","26,12","23.498,31",2
SJCFUT,2025-10-31 13:14:00,"26,09","26,09","26,09","26,09","11.739,55",1
SJCFUT,2025-10-31 12:16:00,"25,97","25,97","25,97","25,97","11.686,76",1
SJCFUT,2025-10-31 11:33:00,"25,99","25,99","25,99","25,99","11.696,36",1
SJCFUT,2025-10-31 11:32:00,"26,03","26,03","26,03","26,03","23.431,11",2
SJCFUT,2025-10-31 11:20:00,"26,10","26,10","26,10","26,10","117.443,54",10
SJCFUT,2025-10-31 11:09:00,"26,08","26,08","26,08","26,08","23.469,51",2
SJCFUT,2025-10-31 11:01:00,"26,10","26,10","26,10","26,10","11.744,35",1
SJCFUT,2025-10-31 10:58:00,"26,08","26,08","26,08","26,08","234.695,09",20
SJCFUT,2025-10-31 10:40:00,"26,02","26,02","26,02","26,02","35.132,27",3
SJCFUT,2025-10-31 10:30:00,"26,05","26,06","26,05","26,06","23.445,51",2
SJCFUT,2025-10-31 09:28:00,"25,94","25,94","25,94","25,94","11.672,36",1
SJCFUT,2025-10-31 09:16:00,"25,90","25,90","25,90","25,90","46.612,65",4
SJCFUT,2025-10-31 09:10:00,"25,89","25,89","25,89","25,89","11.648,36",1
SJCFUT,2025-10-30 15:16:00,"26,02","26,02","26,02","26,02","23.421,51",2
SJCFUT,2025-10-30 15:14:00,"26,03","26,03","26,03","26,03","46.862,23",4
SJCFUT,2025-10-30 15:12:00,"25,99","25,99","25,99","25,99","23.392,72",2
SJCFUT,2025-10-30 15:08:00,"26,01","26,01","25,97","25,97","70.206,95",6
SJCFUT,2025-10-30 15:07:00,"26,01","26,01","25,99","25,99","70.187,75",6
SJCFUT,2025-10-30 14:57:00,"26,02","26,02","26,02","26,02","11.710,76",1
SJCFUT,2025-10-30 14:47:00,"26,02","26,02","26,02","26,02","11.710,76",1
SJCFUT,2025-10-30 14:46:00,"26,02","26,02","26,02","26,02","58.553,79",5
SJCFUT,2025-10-30 14:44:00,"26,08","26,08","26,08","26,08","11.734,75",1
SJCFUT,2025-10-30 14:37:00,"26,11","26,11","26,11","26,11","11.749,15",1
SJCFUT,2025-10-30 14:33:00,"26,11","26,11","26,11","26,11","11.749,15",1
SJCFUT,2025-10-30 14:28:00,"26,08","26,08","26,08","26,08","23.469,51",2
SJCFUT,2025-10-30 14:26:00,"26,05","26,05","26,05","26,05","11.720,36",1
SJCFUT,2025-10-30 14:17:00,"26,05","26,05","26,05","26,05","11.720,36",1
SJCFUT,2025-10-30 14:16:00,"26,06","26,06","26,06","26,06","11.725,16",1
SJCFUT,2025-10-30 14:15:00,"26,05","26,07","26,05","26,07","23.450,31",2
SJCFUT,2025-10-30 14:11:00,"26,05","26,05","26,03","26,03","1.757.717,46",150
SJCFUT,2025-10-30 14:07:00,"26,02","26,02","26,02","26,02","23.421,51",2
SJCFUT,2025-10-30 14:03:00,"26,02","26,02","26,02","26,02","35.132,27",3
SJCFUT,2025-10-30 13:29:00,"26,02","26,02","26,02","26,02","1.756.613,58",150
SJCFUT,2025-10-30 13:23:00,"25,98","25,98","25,98","25,98","11.691,56",1
SJCFUT,2025-10-30 12:58:00,"25,97","25,97","25,97","25,97","11.686,76",1
SJCFUT,2025-10-30 12:49:00,"25,96","25,96","25,96","25,96","11.681,96",1
SJCFUT,2025-10-30 12:24:00,"25,95","25,95","25,95","25,95","11.677,16",1
SJCFUT,2025-10-30 12:10:00,"25,94","25,94","25,94","25,94","280.136,67",24
SJCFUT,2025-10-30 12:09:00,"25,93","25,96","25,93","25,96","654.117,78",56
SJCFUT,2025-10-30 12:00:00,"25,86","25,86","25,86","25,86","116.387,65",10
SJCFUT,2025-10-30 11:42:00,"25,80","25,81","25,80","25,81","23.224,74",2
SJCFUT,2025-10-30 11:40:00,"25,76","25,77","25,76","25,77","127.503,27",11
SJCFUT,2025-10-30 11:27:00,"25,68","25,68","25,68","25,68","231.143,47",20
SJCFUT,2025-10-30 11:26:00,"25,67","25,68","25,67","25,68","346.705,61",30
SJCFUT,2025-10-30 11:25:00,"25,67","25,67","25,67","25,67","11.552,37",1
SJCFUT,2025-10-30 11:20:00,"25,68","25,68","25,67","25,67","46.219,10",4
SJCFUT,2025-10-30 11:19:00,"25,67","25,67","25,67","25,67","11.552,37",1
SJCFUT,2025-10-30 11:17:00,"25,70","25,70","25,70","25,70","11.566,77",1
SJCFUT,2025-10-30 11:14:00,"25,70","25,70","25,70","25,70","92.534,18",8
SJCFUT,2025-10-30 11:13:00,"25,68","25,69","25,68","25,69","34.681,12",3
SJCFUT,2025-10-30 11:11:00,"25,70","25,70","25,70","25,70","11.566,77",1
SJCFUT,2025-10-30 11:01:00,"25,77","25,77","25,77","25,77","347.867,08",30
SJCFUT,2025-10-30 10:59:00,"25,76","25,76","25,76","25,76","57.953,85",5
SJCFUT,2025-10-30 10:57:00,"25,74","25,74","25,74","25,74","277.948,10",24
SJCFUT,2025-10-30 10:56:00,"25,76","25,76","25,76","25,76","115.907,70",10
SJCFUT,2025-10-30 10:48:00,"25,81","25,81","25,79","25,79","290.234,80",25
SJCFUT,2025-10-30 10:47:00,"25,84","25,84","25,84","25,84","23.258,33",2
SJCFUT,2025-10-30 10:46:00,"25,84","25,84","25,84","25,84","34.887,50",3
SJCFUT,2025-10-30 10:41:00,"25,81","25,81","25,81","25,81","11.614,77",1
SJCFUT,2025-10-30 10:39:00,"25,81","25,81","25,81","25,81","11.614,77",1
SJCFUT,2025-10-30 10:36:00,"25,81","25,81","25,81","25,81","11.614,77",1
SJCFUT,2025-10-30 10:33:00,"25,92","25,92","25,92","25,92","23.325,52",2
SJCFUT,2025-10-30 10:32:00,"25,94","25,94","25,94","25,94","46.689,45",4
SJCFUT,2025-10-30 10:30:00,"26,03","26,03","26,03","26,03","11.715,56",1
SJCFUT,2025-10-30 10:08:00,"25,97","25,97","25,97","25,97","11.686,76",1
SJCFUT,2025-10-30 09:44:00,"26,02","26,02","26,02","26,02","11.710,76",1
SJCFUT,2025-10-30 09:37:00,"26,10","26,10","26,10","26,10","11.744,35",1
SJCFUT,2025-10-30 09:36:00,"26,00","26,00","26,00","26,00","23.402,32",2
SJCFUT,2025-10-30 09:35:00,"26,02","26,02","26,02","26,02","597.248,62",51
SJCFUT,2025-10-30 09:29:00,"25,92","25,92","25,92","25,92","116.627,62",10
SJCFUT,2025-10-30 09:28:00,"25,92","25,92","25,92","25,92","58.313,81",5
SJCFUT,2025-10-30 09:26:00,"25,87","25,89","25,87","25,89","279.455,14",24
SJCFUT,2025-10-30 09:25:00,"25,90","25,90","25,90","25,90","11.653,16",1
SJCFUT,2025-10-30 09:22:00,"25,92","25,96","25,92","25,94","93.340,49",8
SJCFUT,2025-10-30 09:21:00,"25,97","25,97","25,91","25,91","128.376,78",11
SJCFUT,2025-10-30 09:20:00,"26,02","26,02","26,02","26,02","11.710,76",1
SJCFUT,2025-10-30 09:18:00,"26,05","26,05","26,05","26,05","11.720,36",1
SJCFUT,2025-10-30 09:17:00,"26,08","26,09","26,08","26,09","129.091,90",11
SJCFUT,2025-10-30 09:15:00,"26,11","26,12","26,11","26,12","340.749,44",29
SJCFUT,2025-10-30 09:14:00,"26,17","26,17","26,17","26,17","23.555,90",2
SJCFUT,2025-10-30 09:12:00,"26,14","26,15","26,13","26,13","435.088,23",37
SJCFUT,2025-10-30 09:11:00,"26,18","26,18","26,18","26,18","58.913,75",5
SJCFUT,2025-10-30 09:10:00,"26,17","26,17","26,15","26,15","23.546,30",2
SJCFUT,2025-10-30 09:09:00,"26,16","26,18","26,16","26,18","58.884,95",5
SJCFUT,2025-10-30 09:08:00,"26,13","26,16","26,13","26,16","164.656,13",14
SJCFUT,2025-10-30 09:07:00,"26,11","26,13","26,11","26,13","411.546,72",35
SJCFUT,2025-10-30 09:06:00,"26,13","26,13","26,13","26,13","11.758,75",1
SJCFUT,2025-10-30 09:05:00,"26,07","26,13","26,07","26,13","117.462,73",10
SJCFUT,2025-10-30 09:04:00,"26,02","26,02","26,02","26,02","46.843,03",4
